unique_id_match,Column,unique_id_query,visit_id,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_lieux_be,extract_persons,extract_family
21969-1347759-dijle,294,21969-1347759,1347759,,,,,River,,,,Belgium,rumst dijle,2.0,dijle,False,loc,True,,,loc,rumst dijle,,,Dijle
21987-1349056-wallius,295,21987-1349056,1349056,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wallius""~5","https://www.googleapis.com/books/v1/volumes?q=""wallius""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,wallius,1.0,wallius,,per,True,False,,per,wallius,,,Wallius
,296,22071-1352443,1352443,,,,,,,,,,zoölogisch,1.0,,,,,,,,zoölogisch,,,
22102-1354624-berthem,297,22102-1354624,1354624,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""berthem""~5","https://www.googleapis.com/books/v1/volumes?q=""berthem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Bertem,Commune,Bertem,Flemish Brabant Province,Flanders,Belgium,berthem,1.0,berthem,True,loc,True,,,loc,berthem,berthem,,
22154-1356685-bourquin,298,22154-1356685,1356685,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bourquin""~5","https://www.googleapis.com/books/v1/volumes?q=""bourquin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,bourquin,1.0,bourquin,,per,True,False,,per,bourquin,,,Bourquin
22179-1357490-de smet,299,22179-1357490,1357490,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de serskamp smet""~5","https://www.googleapis.com/books/v1/volumes?q=""de+smet+serskamp""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,de smet serskamp,3.0,de smet,,per,True,False,false,per,de smet serskamp,serskamp,,De Smet
22179-1357490-serskamp,300,22179-1357490,1357490,,,,,Section,,,,Belgium,de smet serskamp,3.0,serskamp,True,loc,True,,,loc,de smet serskamp,serskamp,,De Smet
22278-1360963-auguste joly,301,22278-1360963,1360963,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""auguste joly""~5","https://www.googleapis.com/books/v1/volumes?q=""auguste+joly""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,auguste joly,2.0,auguste joly,,per,True,True,,per,auguste joly,,Auguste Joly,
22461-1370542-gheeraerdts,302,22461-1370542,1370542,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gheeraerdts""~5","https://www.googleapis.com/books/v1/volumes?q=""gheeraerdts""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,gheeraerdts,1.0,gheeraerdts,,per,True,False,,per,gheeraerdts,,,Gheeraerdts
22839-1384342-tombek,303,22839-1384342,1384342,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""tombek""~5","https://www.googleapis.com/books/v1/volumes?q=""tombek""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,?,tombek,1.0,tombek,,loc,False,,,per_ambig,tombek,,,
22884-1385992-cureghem,304,22884-1385992,1385992,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cureghem sportif""~5","https://www.googleapis.com/books/v1/volumes?q=""cureghem+sportif""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Cureghem,Section,Anderlecht,Hainaut Province,Wallonia,Belgium,cureghem sportif,2.0,cureghem,True,loc,True,,,loc,cureghem sportif,,,
22895-1386008-godefroy louise,305,22895-1386008,1386008,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""godefroy louise""~5","https://www.googleapis.com/books/v1/volumes?q=""godefroy+louise""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,godefroy louise,2.0,godefroy louise,,per,True,True,,per,godefroy louise,,Godefroy Louise,
,306,23209-1395122,1395122,,,,,,,,,,ronde van vlaanderen,3.0,,,,,,,,ronde van vlaanderen,,,Ronde Van Vlaanderen
23299-1395903-steyaert,307,23299-1395903,1395903,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ichteghem steyaert""~5","https://www.googleapis.com/books/v1/volumes?q=""steyaert+ichteghem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,steyaert ichteghem,2.0,steyaert,,per,True,False,,per,steyaert ichteghem,ichteghem,,Steyaert
23299-1395903-ichteghem,308,23299-1395903,1395903,,,,,Commune,,,,Belgium,steyaert ichteghem,2.0,ichteghem,True,loc,True,,,loc,steyaert ichteghem,ichteghem,,Steyaert
23493-1398590-fernand servais,309,23493-1398590,1398590,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fernand servais""~5","https://www.googleapis.com/books/v1/volumes?q=""fernand+servais""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,fernand servais,2.0,fernand servais,,per,True,True,,per,fernand servais,,Fernand Servais,
23681-1404656-lippens,310,23681-1404656,1404656,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bruyne lippens""~5","https://www.googleapis.com/books/v1/volumes?q=""lippens+bruyne""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,lippens bruyne,2.0,lippens,,per,True,False,,per,lippens bruyne,,,Lippens Bruyne
23681-1404656-bruyne,311,23681-1404656,1404656,,,False,,,,,,,lippens bruyne,2.0,bruyne,,per,True,False,,per,lippens bruyne,,,Lippens Bruyne
23686-1405004-dutalis,312,23686-1405004,1405004,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dutalis""~5","https://www.googleapis.com/books/v1/volumes?q=""dutalis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,dutalis,1.0,dutalis,,per,True,False,,per,dutalis,,,Dutalis
,313,23733-1405562,1405562,,,,,,,,,,vlieger lton,2.0,,,,True,,,,vlieger lton,,,Vlieger
23886-1411216-gylden,314,23886-1411216,1411216,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gylden""~5","https://www.googleapis.com/books/v1/volumes?q=""gylden""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,gylden,1.0,gylden,,per,False,False,,per_ambig,gylden,,,
23907-1411935-gylden,315,23907-1411935,1411935,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gylden""~5","https://www.googleapis.com/books/v1/volumes?q=""gylden%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,"gylden,",1.0,gylden,,per,False,False,,per_ambig,"gylden,",,,
23910-1411935-wavre,316,23910-1411935,1411935,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wavre""~5","https://www.googleapis.com/books/v1/volumes?q=""wavre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Wavre,Commune,Wavre,Walloon Brabant Province,Wallonia,Belgium,wavre,1.0,wavre,True,loc,True,,,loc,wavre,wavre,,
,317,24064-1416319,1416319,,,,,,,,,,brevet,1.0,,,,,,,,brevet,,,Brevet
24096-1416806-anvers,318,24096-1416806,1416806,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""anvers bombardement""~5","https://www.googleapis.com/books/v1/volumes?q=""bombardement+anvers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,bombardement anvers,2.0,anvers,,loc,True,,,loc,bombardement anvers,anvers,,
,319,24188-1419744,1419744,,,,,,,,,,centrale belge,2.0,,,,,,,,centrale belge,,,Centrale Belge
24209-1419902-ceysens jules,320,24209-1419902,1419902,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ceysens jules""~5","https://www.googleapis.com/books/v1/volumes?q=""ceysens+jules""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,ceysens jules,2.0,ceysens jules,,per,True,True,,per,ceysens jules,,Jules Ceysens,Ceysens Jules
24229-1420305-derville,321,24229-1420305,1420305,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""couillet derville""~5","https://www.googleapis.com/books/v1/volumes?q=""derville+couillet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,derville couillet,2.0,derville,,per,True,False,,per,derville couillet,couillet,,Derville
24229-1420305-couillet,322,24229-1420305,1420305,,,,,Section,,,,Belgium,derville couillet,2.0,couillet,True,loc,True,,,loc,derville couillet,couillet,,Derville
,323,24317-1421934,1421934,,,,,,,,,,convient espèce,2.0,,,,,,,,convient espèce,,,Espece
24495-1426246-wietersheim,324,24495-1426246,1426246,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wietersheim""~5","https://www.googleapis.com/books/v1/volumes?q=""wietersheim""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,Germany,wietersheim,1.0,wietersheim,,loc,True,,,loc,wietersheim,,,
24622-1430906-jerry darnelle,325,24622-1430906,1430906,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""darnelle jerry""~5","https://www.googleapis.com/books/v1/volumes?q=""jerry+darnelle""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,jerry darnelle,2.0,jerry darnelle,,per,True,True,,per,jerry darnelle,,Jerry Darnelle,
,326,24634-1431405,1431405,,,,,,,,,,rabbin israélite synagogue,3.0,,,,,,,,rabbin israélite synagogue,,,Rabbin Israelite
,327,24670-1432845,1432845,,,,,,,,,,d,1.0,,,,,,,,,,,Nan
24702-1434592-guignies,328,24702-1434592,1434592,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""guignies""~5","https://www.googleapis.com/books/v1/volumes?q=""guignies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Guignies,Section,Celles,Hainaut Province,Wallonia,Belgium,guignies,1.0,guignies,True,loc,True,,,loc,guignies,guignies,,
,329,24762-1436103,1436103,,,,,,,,,,mafia,1.0,,,,,,,,mafia,,,
24836-1438334-alberic dons,330,24836-1438334,1438334,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alberic dons""~5","https://www.googleapis.com/books/v1/volumes?q=""alberic+dons""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,alberic dons,2.0,alberic dons,,per,True,True,,per,alberic dons,,Alberic Dons,
24939-1439726-edouard agneessens,331,24939-1439726,1439726,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""agneessens edouard""~5","https://www.googleapis.com/books/v1/volumes?q=""edouard+agneessens""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,edouard agneessens,2.0,edouard agneessens,,per,True,True,,per,edouard agneessens,,Edouard Agneessens,
24960-1440475-eulenburg,332,24960-1440475,1440475,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eulenburg""~5","https://www.googleapis.com/books/v1/volumes?q=""eulenburg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,eulenburg,1.0,eulenburg,,per,True,False,,per,eulenburg,,,Eulenburg
,333,24970-1440840,1440840,,,,,,,,,,évadés,1.0,,,,,,,,évadés,,,
25345-1457549-cedergren,334,25345-1457549,1457549,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cedergren""~5","https://www.googleapis.com/books/v1/volumes?q=""cedergren%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,"cedergren,",1.0,cedergren,,per,True,False,,per,"cedergren,",,,Cedergren
,335,25362-1457729,1457729,,,,,,,,,,cinema,1.0,,,,,,,,cinema,,,Cinema
,336,25451-1461475,1461475,,,,,,,,,,anesthesie,1.0,,,,,,,,anesthesie,,,
,337,25504-1462880,1462880,,,,,,,,,,vitamin,1.0,,,,,,,,vitamin,,,
25531-1463643-negri belloni,338,25531-1463643,1463643,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belloni negri""~5","https://www.googleapis.com/books/v1/volumes?q=""negri+belloni""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,negri belloni,2.0,negri belloni,,per,True,False,,per,negri belloni,,,Negri Belloni
25561-1463985-jacob salomon,339,25561-1463985,1463985,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jacob salomon""~5","https://www.googleapis.com/books/v1/volumes?q=""jacob+salomon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,jacob salomon,2.0,jacob salomon,,per,True,True,,per,jacob salomon,,Jacob Salomon,
25564-1463985-simon rosenthal,340,25564-1463985,1463985,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""rosenthal simon""~5","https://www.googleapis.com/books/v1/volumes?q=""simon+rosenthal""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,simon rosenthal,2.0,simon rosenthal,,per,True,True,,per,simon rosenthal,,Simon Rosenthal,
25638-1465505-huysmans,341,25638-1465505,1465505,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""huysmans paardenmarkt""~5","https://www.googleapis.com/books/v1/volumes?q=""huysmans+paardenmarkt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,huysmans paardenmarkt,2.0,huysmans,,per,True,False,,per,huysmans paardenmarkt,,,Huysmans
25674-1466669-verschaffelt,342,25674-1466669,1466669,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verschaffelt""~5","https://www.googleapis.com/books/v1/volumes?q=""verschaffelt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,verschaffelt,1.0,verschaffelt,,per,True,False,,per,verschaffelt,,,Verschaffelt
25939-1478406-smet,343,25939-1478406,1478406,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eglise smet tamise""~5","https://www.googleapis.com/books/v1/volumes?q=""smet+tamise+eglise""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,smet tamise eglise,3.0,smet,,per,True,False,,per,smet tamise eglise,tamise,,Smet Eglise
25939-1478406-tamise,344,25939-1478406,1478406,,,,,Commune,,,,Belgium,smet tamise eglise,3.0,tamise,True,loc,True,,,loc,smet tamise eglise,tamise,,Smet Eglise
26021-1480093-seloignes,345,26021-1480093,1480093,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de gare seloignes""~5","https://www.googleapis.com/books/v1/volumes?q=""gare+de+seloignes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Seloignes,Section,Momignies,Hainaut Province,Wallonia,Belgium,gare de seloignes,3.0,seloignes,True,loc,True,,,loc,gare de seloignes,seloignes,,Gare De
26080-1481244-lommel,346,26080-1481244,1481244,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lommel""~5","https://www.googleapis.com/books/v1/volumes?q=""lommel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Lommel,Commune,Lommel,Limburg Province,Flanders,Belgium,lommel,1.0,lommel,True,loc,True,,,loc,lommel,lommel,,
,347,26144-1483122,1483122,,,,,,,,,,der adler,2.0,,,,,,,,der adler,,,Der Adler
26233-1485189-bleharies,348,26233-1485189,1485189,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bleharies""~5","https://www.googleapis.com/books/v1/volumes?q=""bleharies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Bléharies,Section,Celles,Hainaut Province,Wallonia,Belgium,bleharies,1.0,bleharies,True,loc,True,,,loc,bleharies,bleharies,,
26335-1487793-cador,349,26335-1487793,1487793,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""architecte cador charleroi""~5","https://www.googleapis.com/books/v1/volumes?q=""cador+charleroi+architecte""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,cador charleroi architecte,3.0,cador,,per,True,False,,per,cador charleroi architecte,charleroi,,Cador
26335-1487793-charleroi,350,26335-1487793,1487793,,,,,Commune,,,,Belgium,cador charleroi architecte,3.0,charleroi,True,loc,True,,,loc,cador charleroi architecte,charleroi,,Cador
26353-1488263-mechelen,351,26353-1488263,1488263,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""mechelen""~5","https://www.googleapis.com/books/v1/volumes?q=""mechelen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,mechelen,1.0,mechelen,,loc,True,,,loc,mechelen,mechelen,,
26444-1492661-sundberg,352,26444-1492661,1492661,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo sundberg""~5","https://www.googleapis.com/books/v1/volumes?q=""sundberg+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,sundberg congo,2.0,sundberg,,per,True,False,,per,sundberg congo,,,Sundberg Congo
26444-1492661-congo,353,26444-1492661,1492661,,,,,,,,,Democratic Republic of the Congo,sundberg congo,2.0,congo,,loc,True,,,loc,sundberg congo,,,Sundberg Congo
26629-1498206-soumoy,354,26629-1498206,1498206,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""soumoy""~5","https://www.googleapis.com/books/v1/volumes?q=""soumoy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,soumoy,1.0,soumoy,,per,True,False,,per,soumoy,soumoy,,
26699-1501354-oost-eeklo,355,26699-1501354,1501354,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
26699-1501354-oost-eeklo,356,26699-1501354,1501354,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""oosteeklo+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeklo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
26699-1501354-oost-eeclo,357,26699-1501354,1501354,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
26699-1501354-oost-eeclo,358,26699-1501354,1501354,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eeclo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
26699-1501354-oost-eecloo,359,26699-1501354,1501354,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eecloo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
26699-1501354-oost-eecloo,360,26699-1501354,1501354,,,,,Section,,,,Belgium,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,6.0,oost-eecloo,False,loc,True,,,loc,oosteeklo oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,oost-eecloo||oosteeklo,,Oost Eeclo
,361,26761-1504182,1504182,,,,,,,,,,fourneaux,1.0,,,,,,,,fourneaux,,,Fourneaux
26831-1508882-kirsch,362,26831-1508882,1508882,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kirsch opticien""~5","https://www.googleapis.com/books/v1/volumes?q=""kirsch+opticien""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,kirsch opticien,2.0,kirsch,,per,True,False,,per,kirsch opticien,,,Kirsch
26840-1509068-vergauwen,363,26840-1509068,1509068,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""vergauwen""~5","https://www.googleapis.com/books/v1/volumes?q=""vergauwen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,vergauwen,1.0,vergauwen,,per,True,False,,per,vergauwen,,,Vergauwen
26858-1509424-vrasene,364,26858-1509424,1509424,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dancing vrasene""~5","https://www.googleapis.com/books/v1/volumes?q=""dancing+vrasene""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Vrasene,Section,Beveren,East Flanders Province,Flanders,Belgium,dancing vrasene,2.0,vrasene,True,loc,True,,,loc,dancing vrasene,vrasene,,
26930-1512150-swerts,365,26930-1512150,1512150,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""swerts tessenderlo""~5","https://www.googleapis.com/books/v1/volumes?q=""swerts+tessenderlo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,swerts tessenderlo,2.0,swerts,,per,True,False,,per,swerts tessenderlo,tessenderlo,,Swerts
26930-1512150-tessenderl,366,26930-1512150,1512150,,,,,Commune,,,,Belgium,swerts tessenderlo,2.0,tessenderl,False,loc,True,,,loc,swerts tessenderlo,tessenderlo,,Swerts
27021-1516383-commadant soleil,367,27021-1516383,1516383,,,False,,,,,,,commadant soleil,2.0,commadant soleil,,per,True,False,,per,commadant soleil,,,Soleil
27355-1525318-leopold iii,368,27355-1525318,1525318,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""iii leopold voyage""~5","https://www.googleapis.com/books/v1/volumes?q=""leopold+iii+voyage""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,leopold iii voyage,3.0,leopold iii,,per,True,True,,per,leopold iii voyage,,Leopold Iii,Leopold Iii Voyage
27361-1525475-xavier debouge,369,27361-1525475,1525475,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""debouge xavier""~5","https://www.googleapis.com/books/v1/volumes?q=""xavier+debouge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,xavier debouge,2.0,xavier debouge,,per,True,True,,per,xavier debouge,,Xavier Debouge,
,370,27466-1527637,1527637,,,,,,,,,,dames van het onderwijs,4.0,,,,,,,,dames van het onderwijs,,,Dames Van Het
27757-1536141-jules simon,371,27757-1536141,1536141,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles hugo jules simon""~5","https://www.googleapis.com/books/v1/volumes?q=""jules+simon+charles+hugo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,jules simon charles hugo,4.0,jules simon,,per,True,True,,per,jules simon charles hugo,,Jules Simon Charles Hugo,
27757-1536141-charles hugo,372,27757-1536141,1536141,,,True,,,,,,,jules simon charles hugo,4.0,charles hugo,,per,True,True,,per,jules simon charles hugo,,Jules Simon Charles Hugo,
27777-1537217-ysaye,373,27777-1537217,1537217,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ysaye""~5","https://www.googleapis.com/books/v1/volumes?q=""ysaye""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,ysaye,1.0,ysaye,,per,True,False,,per,ysaye,,,Ysaye
,374,27856-1540684,1540684,,,,,,,,,,panorama international,2.0,,,,,,,,panorama international,,,International
28020-1545481-pole nord,375,28020-1545481,1545481,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bioscope nord pole""~5","https://www.googleapis.com/books/v1/volumes?q=""bioscope+pole+nord""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Continent,bioscope pole nord,3.0,pole nord,,loc,True,False,false,loc,bioscope pole nord,pole,Pole Nord,Nord
