,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
654,654,49494-2147678,2147678,,,,,,,,,,,veuves veuve vve,3.0,,,,,,,,veuves veuve vve,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
655,655,49552-2149042,2149042,49552-2149042-la ferté bernard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bernard ferte la""~5","https://www.googleapis.com/books/v1/volumes?q=""la+fert%C3%A9+bernard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,France,la ferté bernard,3.0,la ferté bernard,,loc,True,,false,loc,la ferté bernard,la ferté,bernard la ferte,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.430798937993843, 'south': 50.45767335124857, 'north': 50.47566064875143, 'west': 4.402535062006158, 'accuracyLevel': 1}, 'asciiName': 'La Ferte', 'countryId': '2802361', 'fcl': 'P', 'score': 17.90172576904297, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2800482', 'adminId1': '3337387', 'lat': '50.46667', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.41667', 'geonameId': 2793643, 'toponymName': 'La Ferté', 'adminCode4': '52011', 'population': 0, 'adminName5': '', 'adminName4': 'Charleroi', 'adminName3': 'Arrondissement de Charleroi', 'adminName2': 'Hainaut Province', 'name': 'La Ferté', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
656,656,49843-2157001,2157001,49843-2157001-arthur romain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""arthur romain""~5","https://www.googleapis.com/books/v1/volumes?q=""arthur+romain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,arthur romain,2.0,arthur romain,,per,True,True,,per,arthur romain,,arthur romain,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
657,657,49851-2157117,2157117,49851-2157117-geeter,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geeter""~5","https://www.googleapis.com/books/v1/volumes?q=""geeter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,geeter,1.0,geeter,,per_ambig,True,False,,per_ambig,geeter,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
658,658,49884-2157911,2157911,49884-2157911-stade waremme,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stade waremme""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+waremme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,,Liège,Wallonia,Belgium,stade waremme,2.0,stade waremme,False,loc,True,False,false,loc,stade waremme,waremme,,"Waremme||||http://www.wikidata.org/entity/Q711474ville de Liège, Belgique","{'totalResultsCount': 162, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 5.278794775723141, 'south': 50.68268506136423, 'north': 50.71251361976896, 'west': 5.231688012362798, 'accuracyLevel': 2}, 'asciiName': 'Waremme', 'countryId': '2802361', 'fcl': 'P', 'score': 74.38056945800781, 'adminId2': '2792411', 'adminId3': '2784065', 'countryCode': 'BE', 'adminId4': '2797322', 'adminId1': '3337387', 'lat': '50.6976', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WLG', 'adminCode3': '64', 'adminCode1': 'WAL', 'lng': '5.25524', 'geonameId': 2784066, 'toponymName': 'Waremme', 'adminCode4': '64074', 'population': 13737, 'adminName5': '', 'adminName4': 'Waremme', 'adminName3': 'Arrondissement of Waremme', 'alternateNames': [{'name': 'Уарем', 'lang': 'bg'}, {'name': 'ورم', 'lang': 'fa'}, {'name': 'Wèrm', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Waremme', 'lang': 'link'}, {'name': 'Варем', 'lang': 'mk'}, {'name': '4300', 'lang': 'post'}, {'name': 'Варем', 'lang': 'ru'}, {'name': 'Wareme', 'lang': 'wa'}, {'name': '瓦雷姆', 'lang': 'zh'}], 'adminName2': 'Liège Province', 'name': 'Waremme', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
659,659,50041-2161796,2161796,50041-2161796-linsel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""linsel""~5","https://www.googleapis.com/books/v1/volumes?q=""linsel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,linsel,1.0,linsel,,per,True,False,,per,linsel,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
660,660,50044-2161859,2161859,50044-2161859-schaerbeek,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""schaerbeek""~5","https://www.googleapis.com/books/v1/volumes?q=""schaerbeek""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Schaerbeek,Section,Schaarbeek,Bruxelles-Capitale,Brussels Capital,Belgium,schaerbeek,1.0,schaerbeek,True,loc,True,,,loc,schaerbeek,schaerbeek,,"Schaerbeek||||http://www.wikidata.org/entity/Q12887commune de Bruxelles-Capitale, Belgique","{'totalResultsCount': 21, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.391618821740868, 'south': 50.86035950874517, 'north': 50.878346806248025, 'west': 4.363111402868513, 'accuracyLevel': 1}, 'asciiName': 'Schaerbeek', 'countryId': '2802361', 'fcl': 'P', 'score': 69.07266235351562, 'adminId2': '6693370', 'adminId3': '2800865', 'countryCode': 'BE', 'adminId4': '2787150', 'adminId1': '2800867', 'lat': '50.86935', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'BRU', 'adminCode3': '21', 'adminCode1': 'BRU', 'lng': '4.37737', 'geonameId': 2787149, 'toponymName': 'Schaerbeek', 'adminCode4': '21015', 'population': 0, 'adminName5': '', 'adminName4': 'Schaarbeek', 'adminName3': 'Arrondissement Brussel-Hoofdstad', 'alternateNames': [{'name': 'Схарбек', 'lang': 'bg'}, {'name': 'Schaerbeek', 'lang': 'ca'}, {'name': 'Schaerbeek/Schaarbeek', 'lang': 'de'}, {'name': 'Schaarbeek', 'lang': 'en'}, {'name': 'Schaarbeek', 'lang': 'eo'}, {'name': 'Schaarbeek', 'lang': 'es'}, {'name': 'شئربئک', 'lang': 'fa'}, {'name': 'Bruxelles (Schaerbeek)', 'lang': 'fr'}, {'name': 'Schaerbeek-Schaarbeek', 'lang': 'id'}, {'name': 'スカールベーク', 'lang': 'ja'}, {'name': '스하르베이크', 'lang': 'ko'}, {'name': 'Scarbeca', 'lang': 'la'}, {'name': 'Schaerbeek - Schaarbeek', 'lang': 'lb'}, {'name': 'Schaarbeek', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Schaerbeek', 'lang': 'link'}, {'name': 'Brussel (Schaarbeek)', 'lang': 'nl'}, {'name': 'Schaarbeek', 'lang': 'pl'}, {'name': 'شاربیک', 'lang': 'pnb'}, {'name': '1030', 'lang': 'post'}, {'name': 'Schaerbeek', 'lang': 'pt'}, {'name': 'Schaerbeek', 'lang': 'ro'}, {'name': 'Схарбек', 'lang': 'ru'}, {'name': 'Схарбек', 'lang': 'sr'}, {'name': 'สการ์เบก', 'lang': 'th'}, {'name': 'Схарбек', 'lang': 'uk'}, {'name': 'SBK', 'lang': 'unlc'}, {'name': '斯哈尔贝克', 'lang': 'zh'}], 'adminName2': 'Bruxelles-Capitale', 'name': 'Schaarbeek', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Brussels Capital'}]}"
661,661,50190-2167348,2167348,50190-2167348-valk,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valk""~5","https://www.googleapis.com/books/v1/volumes?q=""valk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,valk,1.0,valk,,ambig,True,,,ambig,valk,valk,,Valkenberg||||http://www.wikidata.org/entity/Q2121321colline située dans la province belge de Flandre-Orientale,"{'totalResultsCount': 7, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.130313892497302, 'south': 51.149516351248245, 'north': 51.167503648751754, 'west': 4.101628107502698, 'accuracyLevel': 1}, 'asciiName': 'Valk', 'countryId': '2802361', 'fcl': 'P', 'score': 23.947555541992188, 'adminId2': '2789733', 'adminId3': '2786577', 'countryCode': 'BE', 'adminId4': '2786579', 'adminId1': '3337388', 'lat': '51.15851', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '46', 'adminCode1': 'VLG', 'lng': '4.11597', 'geonameId': 2785060, 'toponymName': 'Valk', 'adminCode4': '46021', 'population': 0, 'adminName5': '', 'adminName4': 'Sint-Niklaas', 'adminName3': 'Arrondissement Sint-Niklaas', 'adminName2': 'East Flanders Province', 'name': 'Valk', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
662,662,50220-2167705,2167705,50220-2167705-alfred de laet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alfred de laet""~5","https://www.googleapis.com/books/v1/volumes?q=""alfred+de+laet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,alfred de laet,3.0,alfred de laet,,per,True,True,,per,alfred de laet,,alfred de laet,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
663,663,50223-2167705,2167705,50223-2167705-buschmann,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""buschmann""~5","https://www.googleapis.com/books/v1/volumes?q=""buschmann""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,buschmann,1.0,buschmann,,per,True,False,false,per,buschmann,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
664,664,50230-2167777,2167777,50230-2167777-ben tahar,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ben tahar""~5","https://www.googleapis.com/books/v1/volumes?q=""ben+tahar""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,ben tahar,2.0,ben tahar,,per,True,False,true,per,ben tahar,,ben tahar,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
665,665,50258-2168257,2168257,,,,,,,,,,,automobile,1.0,,,,,,,,automobile,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
666,666,50521-2172741,2172741,50521-2172741-kanagawa,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kanagawa""~5","https://www.googleapis.com/books/v1/volumes?q=""kanagawa""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,kanagawa,1.0,kanagawa,,loc,True,,,loc,kanagawa,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
667,667,50550-2174413,2174413,50550-2174413-edmond peny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""edmond peny""~5","https://www.googleapis.com/books/v1/volumes?q=""edmond+peny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,edmond peny,2.0,edmond peny,,per,True,True,,per,edmond peny,,edmond peny,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
668,668,50644-2176940,2176940,50644-2176940-natoye,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""natoye""~5","https://www.googleapis.com/books/v1/volumes?q=""natoye""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Natoye,Section,Hamois,Namur Province,Wallonia,Belgium,natoye,1.0,natoye,True,loc,True,,,loc,natoye,natoye,,gare de Natoye||||http://www.wikidata.org/entity/Q2181220gare ferroviaire belge,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 5.072097551301597, 'south': 50.33394711351399, 'north': 50.35193441101685, 'west': 5.04390739254606, 'accuracyLevel': 1}, 'asciiName': 'Natoye', 'countryId': '2802361', 'fcl': 'P', 'score': 31.630781173706055, 'adminId2': '2790469', 'adminId3': '2799356', 'countryCode': 'BE', 'adminId4': '2796628', 'adminId1': '3337387', 'lat': '50.34294', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WNA', 'adminCode3': '91', 'adminCode1': 'WAL', 'lng': '5.058', 'geonameId': 2790447, 'toponymName': 'Natoye', 'adminCode4': '91059', 'population': 0, 'adminName5': '', 'adminName4': 'Hamois', 'adminName3': 'Arrondissement de Dinant', 'alternateNames': [{'name': '5360', 'lang': 'post'}, {'name': 'NTE', 'lang': 'unlc'}], 'adminName2': 'Namur Province', 'name': 'Natoye', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
669,669,50722-2179262,2179262,,,,,,,,,,,manifestation gilles,2.0,,,,,,,,manifestation gilles,,gilles manifestation,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
670,670,50903-2185928,2185928,50903-2185928-bonnot,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bonnot""~5","https://www.googleapis.com/books/v1/volumes?q=""bonnot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,bonnot,1.0,bonnot,,per,True,False,,per,bonnot,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
671,671,50912-2186547,2186547,50912-2186547-david oyens,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""david oyens""~5","https://www.googleapis.com/books/v1/volumes?q=""david+oyens""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,david oyens,2.0,david oyens,,per,True,True,,per,david oyens,,david oyens,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
672,672,50937-2188116,2188116,50937-2188116-gustave gérard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gustave gerard""~5","https://www.googleapis.com/books/v1/volumes?q=""gustave+g%C3%A9rard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,gustave gérard,2.0,gustave gérard,,per,True,True,,per,gustave gérard,,gustave gerard,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
673,673,50970-2189120,2189120,50970-2189120-prosper,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""prosper""~5","https://www.googleapis.com/books/v1/volumes?q=""prosper""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,prosper,1.0,prosper,,per,True,False,,per,prosper,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
674,674,50992-2189932,2189932,50992-2189932-nelis,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nelis""~5","https://www.googleapis.com/books/v1/volumes?q=""nelis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,nelis,1.0,nelis,,per,True,False,,per,nelis,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
675,675,51005-2190266,2190266,51005-2190266-genin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bellecourt genin""~5","https://www.googleapis.com/books/v1/volumes?q=""genin+bellecourt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,genin bellecourt,2.0,genin,,per,True,False,,per,genin bellecourt,bellecourt,genin bellecourt,"Bellecourt||||http://www.wikidata.org/entity/Q2691333section de Manage, Belgique","{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.282070126753644, 'south': 50.47167935124825, 'north': 50.48966664875176, 'west': 4.253797873246357, 'accuracyLevel': 1}, 'asciiName': 'Bellecourt', 'countryId': '2802361', 'fcl': 'P', 'score': 31.630781173706055, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2791815', 'adminId1': '3337387', 'lat': '50.48067', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.26793', 'geonameId': 2802345, 'toponymName': 'Bellecourt', 'adminCode4': '52043', 'population': 0, 'adminName5': '', 'adminName4': 'Manage', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': '7170', 'lang': 'post'}, {'name': 'BCR', 'lang': 'unlc'}], 'adminName2': 'Hainaut Province', 'name': 'Bellecourt', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
676,676,51005-2190266,2190266,51005-2190266-bellecourt,,,,,Section,,,,Belgium,genin bellecourt,2.0,bellecourt,True,loc,True,,,loc,genin bellecourt,bellecourt,genin bellecourt,"Bellecourt||||http://www.wikidata.org/entity/Q2691333section de Manage, Belgique","{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.282070126753644, 'south': 50.47167935124825, 'north': 50.48966664875176, 'west': 4.253797873246357, 'accuracyLevel': 1}, 'asciiName': 'Bellecourt', 'countryId': '2802361', 'fcl': 'P', 'score': 31.630781173706055, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2791815', 'adminId1': '3337387', 'lat': '50.48067', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.26793', 'geonameId': 2802345, 'toponymName': 'Bellecourt', 'adminCode4': '52043', 'population': 0, 'adminName5': '', 'adminName4': 'Manage', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': '7170', 'lang': 'post'}, {'name': 'BCR', 'lang': 'unlc'}], 'adminName2': 'Hainaut Province', 'name': 'Bellecourt', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
677,677,51182-2193696,2193696,51182-2193696-georges steveny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""georges steveny""~5","https://www.googleapis.com/books/v1/volumes?q=""georges+steveny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,georges steveny,2.0,georges steveny,,per,True,True,,per,georges steveny,,georges steveny,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
678,678,51280-2195899,2195899,51280-2195899-capon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""capon""~5","https://www.googleapis.com/books/v1/volumes?q=""capon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,capon,1.0,capon,,per,True,False,,per,capon,capon,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.46421226461496, 'south': 50.724339351248574, 'north': 50.74232664875143, 'west': 3.4357877353850403, 'accuracyLevel': 1}, 'asciiName': 'Capon', 'countryId': '2802361', 'fcl': 'P', 'score': 17.906627655029297, 'adminId2': '2796741', 'adminId3': '2785340', 'countryCode': 'BE', 'adminId4': '2800608', 'adminId1': '3337387', 'lat': '50.73333', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '57', 'adminCode1': 'WAL', 'lng': '3.45', 'geonameId': 2800650, 'toponymName': 'Capon', 'adminCode4': '57018', 'population': 0, 'adminName5': '', 'adminName4': 'Celles', 'adminName3': 'Arrondissement de Tournai', 'adminName2': 'Hainaut Province', 'name': 'Capon', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
679,679,51429-2199356,2199356,51429-2199356-guerin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assaut guerin""~5","https://www.googleapis.com/books/v1/volumes?q=""guerin+assaut""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,guerin assaut,2.0,guerin,,per,True,False,,per,guerin assaut,,guerin assaut,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
680,680,51503-2200604,2200604,51503-2200604-léonie renard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leonie renard""~5","https://www.googleapis.com/books/v1/volumes?q=""l%C3%A9onie+renard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,léonie renard,2.0,léonie renard,,per,True,True,,per,léonie renard,,leonie renard,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
681,681,51609-2202027,2202027,51609-2202027-spreutels,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spreutels""~5","https://www.googleapis.com/books/v1/volumes?q=""spreutels""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,spreutels,1.0,spreutels,,per,True,False,,per,spreutels,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
682,682,51718-2205590,2205590,51718-2205590-baesrode,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baesrode""~5","https://www.googleapis.com/books/v1/volumes?q=""baesrode""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Baasrode,Section,Dendermonde,East Flanders Province,Flanders,Belgium,baesrode,1.0,baesrode,True,loc,True,,,loc,baesrode,baesrode,,"Baesrode||||http://www.wikidata.org/entity/Q787775section de Termonde, Belgique","{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.168903560738173, 'south': 51.02905835124857, 'north': 51.04704564875143, 'west': 4.140292439261827, 'accuracyLevel': 1}, 'asciiName': 'Baasrode', 'countryId': '2802361', 'fcl': 'P', 'score': 30.289066314697266, 'adminId2': '2789733', 'adminId3': '2799644', 'countryCode': 'BE', 'adminId4': '2799646', 'adminId1': '3337388', 'lat': '51.03805', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '42', 'adminCode1': 'VLG', 'lng': '4.1546', 'geonameId': 2802812, 'toponymName': 'Baasrode', 'adminCode4': '42006', 'population': 0, 'adminName5': '', 'adminName4': 'Dendermonde', 'adminName3': 'Arrondissement Dendermonde', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Baasrode', 'lang': 'link'}, {'name': '9200', 'lang': 'post'}, {'name': 'BSR', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Baasrode', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
683,683,51804-2207871,2207871,51804-2207871-minart,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""minartenfant prodigue""~5","https://www.googleapis.com/books/v1/volumes?q=""minartenfant+prodigue""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,minartenfant prodigue,2.0,minart,,ambig,True,,,ambig,minartenfant prodigue,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
684,684,51832-2208204,2208204,51832-2208204-defreyne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne torhout""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+torhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,defreyne torhout,2.0,defreyne,,per,True,False,,per,defreyne torhout,torhout,,"Torhout||||http://www.wikidata.org/entity/Q270633ville de la Flandre occidentale, Belgique","{'totalResultsCount': 21, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.1285731375954544, 'south': 51.04818887408204, 'north': 51.08302112591796, 'west': 3.073124862404546, 'accuracyLevel': 2}, 'asciiName': 'Torhout', 'countryId': '2802361', 'fcl': 'P', 'score': 73.45642852783203, 'adminId2': '2783770', 'adminId3': '2800930', 'countryCode': 'BE', 'adminId4': '2785365', 'adminId1': '3337388', 'lat': '51.0656', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VWV', 'adminCode3': '31', 'adminCode1': 'VLG', 'lng': '3.10085', 'geonameId': 2785364, 'toponymName': 'Torhout', 'adminCode4': '31033', 'population': 18933, 'adminName5': '', 'adminName4': 'Torhout', 'adminName3': 'Arrondissement of Bruges', 'alternateNames': [{'name': 'Торхаут', 'lang': 'bg'}, {'name': 'Torhout', 'lang': 'de'}, {'name': 'Torhout', 'lang': 'en'}, {'name': 'Torhout', 'lang': 'eo'}, {'name': 'ترو', 'lang': 'fa'}, {'name': 'Torhout', 'lang': 'fr'}, {'name': 'Turholt', 'lang': 'la'}, {'name': 'http://en.wikipedia.org/wiki/Torhout', 'lang': 'link'}, {'name': 'Torhout', 'lang': 'nl'}, {'name': 'Torhout', 'lang': 'no'}, {'name': '8820', 'lang': 'post'}, {'name': 'Торхоут', 'lang': 'ru'}, {'name': 'TRT', 'lang': 'unlc'}, {'name': 'Toeroet', 'lang': 'vls'}, {'name': '托尔豪特', 'lang': 'zh'}], 'adminName2': 'West Flanders Province', 'name': 'Torhout', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
