Nom De La Commune,Qid,wiki_unified,page_id,page_length,extract,localisation administrative,name_wikidata,geonameId,adminName4,adminName2,toponymName,Code Postal Ancien,Code Postal Actuel,Code Ins
EEKLO,Eeklo,https://fr.wikipedia.org/wiki/Eeklo,1170870,3232,"Eeklo (ancienne orthographe : Eecloo) est une ville néerlandophone de Belgique située en Région flamande, chef-lieu d'arrondissement dans la province de Flandre-Orientale.",,Eeklo,2798987,Eeklo,Flandre-Orientale,Eeklo,9900,9900,43005
Eernegem,Eernegem,https://fr.wikipedia.org/wiki/Eernegem,3071385,1121,"Eernegem est une section de la commune belge d'Ichtegem située en Région flamande dans la province de Flandre-Occidentale. Le village est situé entre Ichtegem et Gistel.

 Portail de la Flandre-Occidentale",Ichtegem,Eernegem,2798973,Ichtegem,Flandre-Occidentale,Eernegem,8250,8480,35003
Egem,Egem,https://fr.wikipedia.org/wiki/Egem (Flandre-Occidentale),3171110,996,"Egem est une section de la commune belge de Pittem située en Région flamande dans la province de Flandre-Occidentale.
 Portail de la Flandre-Occidentale",Pittem,Egem,2798959,Pittem,Flandre-Occidentale,Egem,8871,8740,37003
Eggewaartskapelle,Eggewaartskapelle,https://fr.wikipedia.org/wiki/Eggewaartskapelle,3168680,1084,"Eggewaartskapelle est une section de la ville belge de Furnes située en Région flamande dans la province de Flandre-Occidentale.

 Portail de la Flandre-Occidentale",Furnes,Eggewaartskapelle,2798951,Furnes,Flandre-Occidentale,Eggewaartskapelle,8480,8630,38009
ÉGHEZÉE,Éghezée,https://fr.wikipedia.org/wiki/Éghezée,182093,7473,"Éghezée [egəze] (en wallon Inguèzéye) est une commune francophone de Belgique située en Région wallonne dans la province de Namur. Elle se trouve à l’extrême Nord de la province, à la limite des provinces du Brabant wallon et de Liège.
La ville est arrosée par la Mehaigne, un affluent de la Meuse.",Namur,Éghezée,2798949,Éghezée,Namur,Éghezée,5050,5310,92035
Éhein,Éhein,https://fr.wikipedia.org/wiki/Éhein,1778347,4658,"Éhein (en wallon Éhin) est une ancienne commune belge située en Région wallonne dans la province de Liège.
Lors de la fusion des communes de 1977, elle a été partagée en deux : Éhein-Haut, au sud, est devenue une section de Neupré tandis qu’Éhein-Bas, en bordure de la Meuse, a été rattachée à Engis.",,Éhein,2798944,Neupré,Liège,Ehein,4132,4120,61016
Éhein,Éhein,https://fr.wikipedia.org/wiki/Éhein,1778347,4658,"Éhein (en wallon Éhin) est une ancienne commune belge située en Région wallonne dans la province de Liège.
Lors de la fusion des communes de 1977, elle a été partagée en deux : Éhein-Haut, au sud, est devenue une section de Neupré tandis qu’Éhein-Bas, en bordure de la Meuse, a été rattachée à Engis.",,Éhein,2798944,Neupré,Liège,Ehein,4132,4480,null
Éhein,Éhein,https://fr.wikipedia.org/wiki/Éhein,1778347,4658,"Éhein (en wallon Éhin) est une ancienne commune belge située en Région wallonne dans la province de Liège.
Lors de la fusion des communes de 1977, elle a été partagée en deux : Éhein-Haut, au sud, est devenue une section de Neupré tandis qu’Éhein-Bas, en bordure de la Meuse, a été rattachée à Engis.",,Éhein,2798944,Neupré,Liège,Ehein,4132,4120,null
Eigenbilzen,Eigenbilzen,https://fr.wikipedia.org/wiki/Eigenbilzen,3013363,4053,"Eigenbilzen est une section de la ville belge de Bilzen située en Région flamande dans la province de Limbourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Le village est situé à 14 kilomètres au nord-est de Tongres.",Bilzen,Eigenbilzen,2798934,Bilzen,Limbourg,Eigenbilzen,3745,3740,73012
Eindhout,Eindhout,https://fr.wikipedia.org/wiki/Eindhout,3193006,924,"Eindhout est une section de la commune belge de Laakdal située en Région flamande dans la province d'Anvers.
Anciennement EYNTHOUT .
 Portail d’Anvers et sa province",Laakdal,Eindhout,2798897,Laakdal,Anvers,Eindhout,3999,2430,13007
Eine,Eine,https://fr.wikipedia.org/wiki/Eine,3174630,966,"Eine est une section de la ville belge d'Audenarde située en Région flamande dans la province de Flandre-Orientale.

 Portail de la Flandre-Orientale",Audenarde,Eine,2798891,Audenarde,Flandre-Orientale,Eine,9700,9700,45007
Eisden,Eisden,https://fr.wikipedia.org/wiki/Eisden,3198606,1027,Eisden est une section de la commune belge de Maasmechelen située en Région flamande dans la province de Limbourg.,Maasmechelen,Eisden,2798887,Maasmechelen,Limbourg,Eisden,3640,3630,73013
Eke,Eke,https://fr.wikipedia.org/wiki/Eke,3183728,1056,"Eke est une section de la commune belge de Nazareth située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Nazareth,Eke,2798882,Nazareth,Flandre-Orientale,Eke,9731,9810,44018
Ekeren,Ekeren,https://fr.wikipedia.org/wiki/Ekeren,3194323,6535,Ekeren (anciennement Eekeren) est une section de la ville belge d'Anvers située en Région flamande dans la province d'Anvers. Cette ancienne commune a célébré son 850e anniversaire en 2005; son nom Hecerna fut mentionné pour la première fois en 1155.,Anvers,Ekeren,2798873,Province dAnvers,Anvers,Ekeren,2070,2180,11014
Eksaarde,Eksaarde,https://fr.wikipedia.org/wiki/Eksaarde,3178412,983,"Eksaarde est une section de la ville belge de Lokeren située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Lokeren,Eksaarde,2798868,Lokeren,Flandre-Orientale,Eksaarde,9108,9160,46007
Eksel,Eksel,https://fr.wikipedia.org/wiki/Eksel,3004376,3979,"Eksel est une section de la commune belge de Hechtel-Eksel située en Région flamande dans la province de Limbourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Le village est situé à 26 kilomètres au nord de Hasselt.

",Hechtel-Eksel,Eksel,2798866,Hechtel-Eksel,Limbourg,Eksel,3588,3941,72007
Elderen,Elderen,https://nl.wikipedia.org/wiki/Elderen,1246424,1069,"Elderen is een voormalige gemeente in het zuiden van de Belgische provincie Limburg.
De gemeente Elderen werd opgericht in 1971 en bestond uit de toen opgeheven gemeenten 's Herenelderen, Genoelselderen en Membruggen en de gehuchten Klein-Membruggen van Grote-Spouwen en Ketsingen van Berg. In 1977 werd de gemeente reeds opgeheven; 's Herenelderen en Ketsingen werden bij Tongeren gevoegd terwijl Genoelselderen, Membruggen en Klein-Membruggen bij Riemst werden gevoegd.
Elderen was ook de oorspronkelijke Nederlandse naam van het naburige Waalse plaatsje Odeur. De naam Elderen komt van het domein Elder of Aldor, wat vanouds een allodiaal domein was en later een heerlijkheid onder het Graafschap Loon.",,Elderen,null,,,,,3770,73104
Elen,Elen,https://fr.wikipedia.org/wiki/Elen,3195230,1123,"Elen est une section de la ville belge de Dilsen-Stokkem située en Région flamande dans la province de Limbourg.

 Portail de la Belgique
 Portail de la Région flamande",Dilsen-Stokkem,Elen,2798852,Dilsen-Stokkem,Limbourg,Elen,3650,3650,72006
Elene,Elene,https://fr.wikipedia.org/wiki/Elene,1689162,1463,Elene est une section de la ville belge de Zottegem située en Région flamande dans la province de Flandre-Orientale et le Denderstreek.,Zottegem,Elene,2798850,Zottegem,Flandre-Orientale,Elene,9620,9620,41013
Elewijt,Elewijt,https://fr.wikipedia.org/wiki/Elewijt,3204969,995,Elewijt est une section de la commune belge de Zemst située en Région flamande dans la province du Brabant flamand.,Zemst,Elewijt,2798847,Zemst,Brabant-Flamand,Elewijt,2959,1982,23018
Eliksem,Eliksem,https://fr.wikipedia.org/wiki/Eliksem,3200936,1169,Eliksem est une section de la ville belge de Landen située en Région flamande dans la province du Brabant flamand.,Landen,Eliksem,2798844,Landen,Brabant-Flamand,Eliksem,3330,3400,24024
Elingen,Elingen,https://fr.wikipedia.org/wiki/Elingen,3205587,987,"Elingen est une section de la commune belge de Pepingen située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",,Elingen,2798842,Pepingen,Brabant-Flamand,Elingen,1671,1671,23019
Ellemelle,Ellemelle,https://fr.wikipedia.org/wiki/Ellemelle,1778285,2420,"Ellemelle (en wallon El Mele) fait partie depuis la fusion des communes à la section de la commune belge d'Ouffet située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977. Elle faisait auparavant partie du canton de Nandrin, bordée au N-E par Tavier, au S-E par Ouffet, au sud par Warzée, au S-O par Seny, à l'ouest pas Fraiture et au N-O par Nandrin.",Ouffet,Ellemelle,2798839,Ouffet,Liège,Ellemelle,4194,4590,61017
ELLEZELLES,Ellezelles,https://fr.wikipedia.org/wiki/Ellezelles,227491,9781,"Ellezelles (en néerlandais Elzele, en picard Elziele) est un village et une commune belge située en Région wallonne dans la province du Hainaut.",Hainaut,Ellezelles,2798836,Ellezelles,Hainaut,Ellezelles,7890,7890,51017
Ellignies-lez-Frasnes,Ellignies-lez-Frasnes,https://fr.wikipedia.org/wiki/Ellignies-lez-Frasnes,4952522,1667,"Ellignies-lez-Frasnes est un village belge situé sur la Rhosnes, à 6 kilomètres au nord de Leuze-en-Hainaut, dans la province de Hainaut en Région wallonne.
En 1932 Ellignies fusionne avec Anvaing. Et lors de la grande réforme des structures communales de 1977 les deux forment, avec Frasnes et d’autres villages, la nouvelle commune de Frasnes-lez-Anvaing. Elle possède une source très connue des villageois de l'entité et de la région, La fontaine à Buse, qui est toujours potable, ce qui est rare dans cette région si bâtie et peuplée. Elle prend sa source dans les bois de Martimont, et sort d'une buse, d'où son nom.",Frasnes-lez-Anvaing,Ellignies-lez-Frasnes,2798834,Frasnes-lez-Anvaing,Hainaut,Ellignies-lez-Frasnes,7580,7910,51066
Ellignies-Sainte-Anne,Ellignies-Sainte-Anne,https://fr.wikipedia.org/wiki/Ellignies-Sainte-Anne,988366,1267,"Ellignies-Sainte-Anne (en picard: Égnies) est une section de la commune belge de Belœil située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Belœil,Ellignies-Sainte-Anne,2798832,Beloeil,Hainaut,Ellignies-Sainte-Anne,7671,7972,51018
Ellikom,Ellikom,https://fr.wikipedia.org/wiki/Ellikom,3004429,3923,"Ellikom est une section de la commune belge de Meeuwen-Gruitrode située en Région flamande dans la province de Limbourg.
C'était une commune à part entière avant sa fusion avec Meeuwen en 1971.
Le village est situé à 21 kilomètres au nord-ouest de Maaseik.",Meeuwen-Gruitrode,Ellikom,2798830,Meeuwen-Gruitrode,Limbourg,Ellikom,3578,3670,72008
Élouges,Élouges,https://fr.wikipedia.org/wiki/Élouges,408826,6060,"Élouges (en picard et wallon Elouche) est une section de la commune belge de Dour, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
Cette localité est l’une des plus intéressantes du Borinage, au point de vue archéologique et historique. Sur son territoire, on a mis au jour des vestiges infiniment curieux : des outils des âges de la pierre et du fer ; un camp romain, des vases, des poteries, médailles, statuettes, amphores, aqueducs, un cimetière de l’époque franque.",Dour,Élouges,2798826,Dour,Hainaut,Élouges,7370,7370,53021
Elsegem,Elsegem,https://fr.wikipedia.org/wiki/Elsegem,3174322,1162,Elsegem est une section de la commune belge de Wortegem-Petegem située en Région flamande dans la province de Flandre-Orientale.,Wortegem-Petegem,Segelsem,2798820,Wortegem-Petegem,Flandre-Orientale,Elsegem,9790,9790,45008
Elsenborn,Elsenborn,https://fr.wikipedia.org/wiki/Elsenborn,1026567,1359,"Elsenborn est une section de la commune belge de Butgenbach située en Communauté germanophone et en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.",Butgenbach,Elsenborn,2798817,Butgenbach,Liège,Elsenborn,4740,4750,63021
Elst,Elst,https://fr.wikipedia.org/wiki/Elst (Flandre-Orientale),3174953,1800,Elst est une section de la commune belge de Brakel située en Région flamande dans la province de Flandre-Orientale et le Denderstreek.,Brakel,Elst,2798805,Brakel,Flandre-Orientale,Elst,9660,9660,45009
Elverdinge,Elverdinge,https://fr.wikipedia.org/wiki/Elverdinge,3169085,1528,"Elverdinge est un gros bourg de la plaine de l'Yser, sis à 4 km de la ville d'Ypres sur la route conduisant à Furnes. Administrativement il fait partie de la ville d'Ypres en Flandre occidentale (Région flamande de Belgique).",Ypres,Elverdinge,2798798,Ypres,Flandre-Occidentale,Elverdinge,8938,8906,33007
Elversele,Elversele,https://fr.wikipedia.org/wiki/Elversele,3178575,923,"Elversele est une section de la commune belge de Temse située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Tamise,Elversele,2798796,Tamise,Flandre-Orientale,Elversele,2698,9140,46008
Emblem,Emblem,https://fr.wikipedia.org/wiki/Emblem,3193845,968,"Emblem est une section de la commune belge de Ranst située en Région flamande dans la province d'Anvers.

 Portail d’Anvers et sa province",,Emblem,2798787,Ranst,Anvers,Emblem,2253,2520,11015
Embourg,Embourg,https://fr.wikipedia.org/wiki/Embourg,1043806,7685,"Embourg (en wallon Imbourg) est une section de la commune belge de Chaudfontaine, située en Région wallonne dans la province de Liège, ainsi qu’une localité où se trouve la maison communale.
C'était une commune à part entière avant la fusion des communes de 1977. La commune d'Embourg comprenait Embourg et Sauheid.",,Embourg,2798784,Chaudfontaine,Liège,Embourg,4920,4053,62030
Emelgem,Emelgem,https://fr.wikipedia.org/wiki/Emelgem,2711158,3196,"Emelgem est une section de la ville belge d'Izegem, en province de Flandre-Occidentale. Jusqu'en 1964, c'était une commune à part entière.",Izegem,Emelgem,2798779,Izegem,Flandre-Occidentale,Emelgem,8700,8870,36004
Émines,Émines,https://fr.wikipedia.org/wiki/Émines,991718,2257,"Émines (en wallon Émene) est une section de la commune belge de La Bruyère située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",,Émines,2798776,La Bruyère,Namur,Émines,5841,5080,92036
Emptinne,Emptinne,https://fr.wikipedia.org/wiki/Emptinne,1345422,8506,"Emptinne [ɛmtin] (en wallon Emtene-dilé-Hamwè) est une section de la commune belge de Hamois située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",Hamois,Emptinne,2798768,Hamois,Namur,Emptinne,5363,5363,91039
Ename,Ename,https://fr.wikipedia.org/wiki/Ename,3174683,1597,"Ename (ou Eenaeme) est une section de la ville belge d'Audenarde située en Région flamande dans la province de Flandre-Orientale.
En 974, l'abbaye d'Ename est fondée, et une ville se construit. Il ne reste aujourd'hui que des ruines de l'abbaye qui appartiennent au musée de la ville d'Ename. La ville d'Ename est intégrée à Audenarde.
De 1941 à 1947 de vastes chantiers archéologiques avaient été entrepris par l'historien et archéologue Adelbert Van de Walle à la recherche du castrum disparu, sur l’église du portus et l’église abbatiale.",Audenarde,Ename,2798766,Audenarde,Flandre-Orientale,Ename,9700,9700,45010
Engelmanshoven,Engelmanshoven,https://fr.wikipedia.org/wiki/Engelmanshoven,3196198,979,"Engelmanshoven est une section de la ville belge de Saint-Trond située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Saint-Trond,Engelmanshoven,2798750,Sint-Truiden,Limbourg,Engelmanshoven,3860,3800,71014
ENGHIEN,Enghien,https://fr.wikipedia.org/wiki/Enghien,108205,13366,"Enghien [ɑ̃ɡjɛ̃] (en néerlandais Edingen, en wallon Inguî et en flamand Enge) est une ville francophone à facilités de Belgique (elle se trouve à la frontière linguistique) située en Région wallonne dans la province de Hainaut. Enghien est une ville de la banlieue Bruxelloise (Zone 02).
Elle accorde des facilités linguistiques pour les néerlandophones. Sa population croît à un rythme supérieur à 15 % entre 1981 et 2003 et de 27,78 % au cours du XXIe siècle.",,Enghien,2798747,Enghien,Hainaut,Enghien,1390,7850,55010
Engis,Engis,https://fr.wikipedia.org/wiki/Engis,211339,25386,"Engis (en wallon Indji) est une commune francophone de Belgique située en Région wallonne dans la province de Liège (arrondissement administratif de Huy).
Elle regroupe depuis 1977 les sections d'Engis, Clermont-sous-Huy, Hermalle-sous-Huy, Éhein-Bas et une partie d'Ombret-Rawsa.",Liège,Engis,2798743,Neupré,Liège,Engis,4130,4480,62031
ENGIS,Engis,https://fr.wikipedia.org/wiki/Engis,211339,25386,"Engis (en wallon Indji) est une commune francophone de Belgique située en Région wallonne dans la province de Liège (arrondissement administratif de Huy).
Elle regroupe depuis 1977 les sections d'Engis, Clermont-sous-Huy, Hermalle-sous-Huy, Éhein-Bas et une partie d'Ombret-Rawsa.",Liège,Engis,2798743,Neupré,Liège,Engis,4130,4480,61080
Énines,Énines,https://fr.wikipedia.org/wiki/Énines,1778306,1174,"Énines (en wallon Énene) est une section de la commune belge d'Orp-Jauche située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1971, quand elle fut unie à Jauche.
 Portail du Brabant wallon",Orp-Jauche,Énines,2798734,Orp-Jauche,Brabant Wallon,Énines,5950,1350,25028
Ensival,Ensival,https://fr.wikipedia.org/wiki/Ensival,1001196,1458,"Ensival (en wallon Enzivå /ɛnziːvɔː/ ou, dans une phrase ""a Nzivå"" /nziːvɔː/) est une section de la ville belge de Verviers située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.",,Ensival,2798730,Verviers,Liège,Ensival,4850,4800,63022
Épinois,Épinois,https://fr.wikipedia.org/wiki/Épinois,826373,2045,"Épinois (en wallon Spinoû) est un village situé entre Binche et Anderlues, en province de Hainaut (Région wallonne de Belgique). Depuis la fusion des communes de 1977 il fait administrativement partie de la ville de Binche.",Binche,Épinois,2798720,Binche,Hainaut,Épinois,7141,7134,56020
Eppegem,Eppegem,https://fr.wikipedia.org/wiki/Eppegem,3204920,1420,Eppegem est une section de la commune belge de Zemst située en Région flamande dans la province du Brabant flamand.,Zemst,Eppegem,2798714,Zemst,Brabant-Flamand,Eppegem,1840,1980,23020
Éprave,Éprave,https://fr.wikipedia.org/wiki/Éprave,1342646,1662,"Éprave (en wallon Epråve) est une section et un village de la ville belge de Rochefort situés en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",Rochefort,Éprave,2798711,Rochefort,Namur,Éprave,5433,5580,91040
Erbaut,Erbaut,https://fr.wikipedia.org/wiki/Erbaut,1608684,1029,Erbaut est une section de la commune belge de Jurbise située en Région wallonne dans la province de Hainaut.,Jurbise,Erbaut,2798708,Jurbise,Hainaut,Erbaut,7431,7050,53022
Erbisœul,Erbisœul,https://fr.wikipedia.org/wiki/Erbisœul,892349,3173,"Erbisœul est une section de la commune belge de Jurbise située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
Erbisœul est traversée par la ligne de chemin de fer Bruxelles-Mons et accueille le Royal Golf Club du Hainaut. Deux personnalités habitent actuellement Erbisœul : Claude Durieux, gouverneur de la province de Hainaut depuis 2004 et natif du village, et Pierre Coran, écrivain et poète. Il y a aussi Dominique Cogels-Le Grelle, première échevine de la commune de Jurbise de 1988 à 2000, députée wallonne de 1995 à 1999.",,Erbisoeul,2798706,,,,7434,7050,53023
Ère,Ere,https://fr.wikipedia.org/wiki/Ere (Belgique),1355148,4042,"Ere est un village et une section de la ville belge de Tournai, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Tournai,Ere,2798652,Evergem,Flandre-Orientale,Ertvelde,7505,7500,57022
Erembodegem,Erembodegem,https://fr.wikipedia.org/wiki/Erembodegem,1685519,1418,"Erembodegem est une section de la ville belge d'Alost dans le Denderstreek, située en Région flamande dans la province de Flandre-Orientale.
C'était une commune à part entière avant la fusion des communes de 1977.",Alost,Erembodegem,2798700,Alost,Flandre-Orientale,Erembodegem,9440,9320,41014
ÉREZÉE,Érezée,https://fr.wikipedia.org/wiki/Érezée,215171,8730,"Érezée (en wallon Erezêye) est une commune francophone de Belgique située en Région wallonne et province de Luxembourg, ainsi qu’une localité où siège son administration.",Luxembourg,Érezée,2798698,Érezée,Luxembourg,Érezée,5460,6997,83013
Ermeton-sur-Biert,Ermeton-sur-Biert,https://fr.wikipedia.org/wiki/Ermeton-sur-Biert,284184,6936,Ermeton-sur-Biert (en wallon Ermeton-so-Bier) est un village de l'Entre-Sambre-et-Meuse sur la partie supérieure de la Molignée dans la province de Namur en Belgique. Il fait administrativement partie de la commune de Mettet (Région wallonne de Belgique. C'était une commune à part entière avant la fusion des communes de 1977.,Mettet,Ermeton-sur-Biert,2798692,Mettet,Namur,Ermeton-sur-Biert,5644,5644,92037
Ernage,Ernage,https://fr.wikipedia.org/wiki/Ernage,1015783,6731,"Ernage (en wallon Ernadje) est un village et une section de la ville belge de Gembloux située en Région wallonne dans la province de Namur. Ernage se trouve en Hesbaye à l'extrême Nord de la province.
Au début du IXe siècle une partie d'Ernage (Asnatgia) appartenait au patrimoine d'un certain Rouin (Rothing), qui la donna en douaire à son épouse Gile (Gisla). Cette dernière en fit don à l'abbaye de Gembloux que venait de fonder son petit-fils saint Guibert (Wichpert). La donation est entérinée en 946 par une charte d'Othon Ier du Saint-Empire.",Gembloux,Ernage,2798687,Gembloux,Namur,Ernage,5800,5030,92038
Erneuville,Erneuville,https://fr.wikipedia.org/wiki/Erneuville,1755673,1646,"Erneuville (en wallon Rnuveye) est une section de la commune belge de Tenneville située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Erneuville n'était une commune de la province de Luxembourg que depuis 1839. Elle faisait partie avant cela du département de Sambre-et-Meuse. Elle fut créée en 1823 par la réunion des communes de Cens et Erneuville.

 Portail de la province de Luxembourg",Tenneville,Erneuville,2798684,Tenneville,Luxembourg,Erneuville,6972,6972,83014
Ernonheid,Ernonheid,https://fr.wikipedia.org/wiki/Ernonheid,181502,4756,"Ernonheid [ɛʁnɔ̃(h)e] (en wallon Ernonhé) est une section de la commune belge d'Aywaille, située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.",Aywaille,Ernonheid,2798682,Aywaille,Liège,Ernonheid,4083,4920,61018
Erondegem,Erondegem,https://fr.wikipedia.org/wiki/Erondegem,1685441,5570,"Erondegem est une section de la commune belge d'Erpe-Mere dans le Denderstreek sur le Molenbeek située en Région flamande dans la province de Flandre-Orientale.
C'était une commune à part entière avant la fusion des communes de 1977.",Erpe-Mere,Erondegem,2798680,Erpe-Mere,Flandre-Orientale,Erondegem,9411,9420,41015
Erpe,Erpe,https://fr.wikipedia.org/wiki/Erpe,1685419,6701,"Erpe est une section de la commune belge d'Erpe-Mere dans le Denderstreek sur le Molenbeek-Ter Erpenbeek située en Région flamande dans la province de Flandre-Orientale.
C'était une commune à part entière avant la fusion des communes de 1977.",Erpe-Mere,Erpe,2798678,Erpe-Mere,Flandre-Orientale,Erpe,9410,9420,41016
ERPE-MERE,Erpe-Mere,https://fr.wikipedia.org/wiki/Erpe-Mere,1171609,2679,"Erpe-Mere est une commune néerlandophone de Belgique dans le Denderstreek sur le Molenbeek et sur le Molenbeek-Ter Erpenbeek située en Région flamande dans la province de Flandre-Orientale. La commune est composée de huit sections : Aaigem, Bambrugge, Burst, Erondegem, Erpe, Mere, Ottergem et Vlekkem. Dans la section de Bambrugge il y a également un hameau : Egem.
Le Steenbergcross est une compétition de cyclo-cross disputée à Steenberg dans Bambrugge à Erpe-Mere.
Erpe-Mere avait sept clubs de football affiliés à l'Union Belge. On y trouve encore quatre clubs actifs : le SK Aaigem, le KRC Bambrugge, le KFC Olympic Burst et le FC Mere. Le FC Edixvelde a été absorbé par le FC Mere. Le FC Oranja Erpe et Le KFC Olympia Erondegem ont fusionné pour devenir le KVC Erpe Erondegem, avant que ce club ne soit lui-même absorbé par le FC Mere.",,Erpe-Mere,2798678,Erpe-Mere,Flandre-Orientale,Erpe,,9420,41082
Erpent,Erpent,https://fr.wikipedia.org/wiki/Erpent,1438547,2019,"Erpent (en wallon Erpint) est une section de la ville belge de Namur située en Région wallonne dans la province de Namur.
C'était une commune à part entière jusqu'à la fusion des communes de 1977. L'ancienne commune était jumelée avec la ville française de Régnié-Durette, située dans le Beaujolais. L'Église Saints-Pierre-et-Paul d'Erpent se situe d'ailleurs Rue Régnié-Durette.
La localité accueille le Collège Notre-Dame de la Paix, établissement jésuite d'enseignement primaire et secondaire, ainsi que l'Ecole Communale d'Erpent, située dans l'ancienne maison communale.
Erpent est établi sur le contrefort de l'Ardenne condrusienne, et est traversé par la nationale 4 Namur-Arlon. Le village est formé d'un ensemble de zones résidentielles mais on trouve de nombreux commerces le long de la N4, en particulier des concessionnaires automobiles.
Les différents quartiers d'Erpent sont:
Le Vieil Erpent
Erpent-Collège
Les Hauts de Meuse
Le Chant des Oiseaux
Le Chaurnoi

 Portail de la province de Namur",Namur,Erpent,2798674,Arrondissement administratif de Namur,Namur,Erpent,5101,5100,92039
Erpion,Erpion,https://fr.wikipedia.org/wiki/Erpion,1325762,8084,Erpion est un village de la partie méridionale du Hainaut. Sis au nord des barrages de l'Eau d'Heure il fait administrativement partie de la commune de Froidchapelle en Région wallonne de Belgique. C'était une commune à part entière avant la fusion des communes de 1977.,Froidchapelle,Erpion,2798671,Froidchapelle,Hainaut,Erpion,6441,6441,56021
Erps-Kwerps,Erps-Kwerps,https://fr.wikipedia.org/wiki/Erps-Kwerps,3200879,1074,Erps-Kwerps est une section de la commune belge de Kortenberg située en Région flamande dans la province du Brabant flamand.,Kortenberg,Erps-Kwerps,2798668,Kortenberg,Brabant-Flamand,Erps-Kwerps,3071,3071,24025
ERQUELINNES,Erquelinnes,https://fr.wikipedia.org/wiki/Erquelinnes,227845,9341,"Erquelinnes (en wallon (ou picard ?) Erkelene) est une commune francophone de Belgique située en Région wallonne dans la province de Hainaut, et faisant partie de la Thudinie.
Commune frontalière et ancien poste frontière franco-belge, elle est voisine de la ville française de Jeumont. Erquelinnes est la première commune belge arrosée par la Sambre et fait partie de la région touristique de la Haute-Sambre.",Hainaut,Erquelinnes,2798666,Erquelinnes,Hainaut,Erquelinnes,6560,6560,56022
Erquennes,Erquennes,https://fr.wikipedia.org/wiki/Erquennes,1608755,336,"Erquennes est une section de la commune belge de Honnelles, située en Région wallonne dans la province du Hainaut.

 Portail du Hainaut",Honnelles,Erquennes,2798664,Honnelles,Hainaut,Erquennes,7383,7387,53024
Ertvelde,Ertvelde,https://fr.wikipedia.org/wiki/Ertvelde,3181246,972,"Ertvelde est une section de la commune belge d'Evergem située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",,Ertvelde,2798652,Evergem,Flandre-Orientale,Ertvelde,9068,9940,43006
Erwetegem,Erwetegem,https://fr.wikipedia.org/wiki/Erwetegem,1689166,1064,"Erwetegem est une section de la ville belge de Zottegem dans le Denderstreek sur le Molenbeek-Ter Erpenbeek située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Zottegem,Erwetegem,2798649,Zottegem,Flandre-Orientale,Erwetegem,9620,9620,41017
Escanaffles,Escanaffles,https://fr.wikipedia.org/wiki/Escanaffles,1033408,3453,"Escanaffles [ekanafl] (en picard Èscanaf, en néerlandais Schalafie, en flamand occidental Chalaaf) est une section de la commune belge de Celles située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Celles,Escanaffles,2798642,Celles,Hainaut,Escanaffles,7561,7760,57023
Esen,Esen,https://fr.wikipedia.org/wiki/Esen,3170461,1304,Esen est une section de la ville belge de Dixmude située en Région flamande dans la province de Flandre-Occidentale.,Dixmude,Esen,2798638,Diksmuide,Flandre-Occidentale,Esen,8160,8600,32004
ESNEUX,Esneux,https://fr.wikipedia.org/wiki/Esneux,216005,16714,Esneux [ɛsnø] (en wallon Esneu) est une commune francophone de Belgique située en Région wallonne dans la province de Liège.,Liège,Esneux,2798636,Esneux,Liège,Esneux,4050,4130,62032
