Column,unique_id_query,unique_id_match,wikipedia_link_fr,wikipedia_link_nl,google_book_query,nom_complet,ngram_match,wikidata_loc,recon_wikidata_loc,recon_wikidata_person,types,test_viaf,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,comments_anne,comments_ettore,types_Ettore,queries,extract_geonames,extract_persons
217,15645-1140395,,,,,,,,,,,,,,,,,,verminkte soldaten,2,,,,,,,,,verminkte soldaten,,
218,15652-1140730,,,,,,,,,,,,,,,,,,o-jib-bewas,1,,,,,,"peuple améridien, apparemment..",,,o-jib-bewas,,
219,15705-1142398,15705-1142398-verhaest,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verhaest""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verhaest""~5","https://www.googleapis.com/books/v1/volumes?q=""verhaest""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,verhaest,,,per,verhaest,,,,,,,verhaest,1,verhaest,per,True,False,,,,per,verhaest,,
220,15745-1143981,15745-1143981-stievenard,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stievenard""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stievenard""~5","https://www.googleapis.com/books/v1/volumes?q=""stievenard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,stievenard,,,per,stievenard,,,,,,,stievenard,1,stievenard,per,True,False,,,,per,stievenard,,
221,15813-1145761,,,,,,,,,,,,,,,,,,oblats,1,,,,,,,,,oblats,,
222,15833-1146499,,,,,,,,,,,,,,,,,,école commerciale et consulaire,4,,,,,,,,,école commerciale et consulaire,,
223,15932-1149409,,,,,,,,,,,,,,,,,,verminkte,1,,,,,,,,,verminkte,,
224,15983-1150744,15983-1150744-la hestre,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de hestre la ligue ouvriere""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de hestre la ligue ouvriere""~5","https://www.googleapis.com/books/v1/volumes?q=""ligue+ouvri%C3%A8re+de+la+hestre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,la hestre,Q2350020,,loc,la hestre,La Hestre,Section,Manage,Hainaut Province,Wallonia,Belgium,ligue ouvrière de la hestre,5,la hestre,loc,True,False,false,,,loc,ligue ouvrière de la hestre,la hestre,
225,16042-1152793,16042-1152793-lappeman,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lappeman""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lappeman""~5","https://www.googleapis.com/books/v1/volumes?q=""lappeman""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,lappeman,,,per,lappeman,,,,,,,lappeman,1,lappeman,per,True,False,,,,per,lappeman,,
226,16206-1156928,,,,,,,,,,,,,,,,,,enterrée,1,,,,,,,,,enterrée,,
227,16356-1160951,16356-1160951-malpertuis,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""malpertuisautomobile-club""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""malpertuisautomobile-club""~5","https://www.googleapis.com/books/v1/volumes?q=""malpertuisautomobile-club""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,malpertuis,Q2680238,,loc,malpertuis,,,,,,Netherlands,malpertuisautomobile-club,1,malpertuis,loc,True,,,,,loc,malpertuisautomobile-club,,
228,16385-1161576,16385-1161576-levison,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""levison""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""levison""~5","https://www.googleapis.com/books/v1/volumes?q=""levison""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,levison,,,per,levison,,,,,,,levison,1,levison,per,True,False,,,,per,levison,,
229,16434-1162069,16434-1162069-michaux,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""michaux platteborse""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""michaux platteborse""~5","https://www.googleapis.com/books/v1/volumes?q=""michaux+platteborse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,michaux,,,per,michaux,,,,,,,michaux platteborse,2,michaux,per,True,False,,,,per,michaux platteborse,,
230,16434-1162069,16434-1162069-platteborse,,,,,,,,,,,,,,,,,michaux platteborse,2,platteborse,per,True,False,,,,per,michaux platteborse,,
231,16480-1163138,16480-1163138-becker,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""becker veuve""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""becker veuve""~5","https://www.googleapis.com/books/v1/volumes?q=""veuve+becker""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,becker,,,per,becker,,,,,,,veuve becker,2,becker,per,True,False,,,,per,veuve becker,,
232,16565-1166266,,,,,,,,,,,,,,,,,,ronde vlaanderen,2,,,,,,,,,ronde vlaanderen,,
233,16583-1167185,16583-1167185-valcourt,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valcourt""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valcourt""~5","https://www.googleapis.com/books/v1/volumes?q=""valcourt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,valcourt,Q1322594,,per_loc,valcourt,,,,,,,valcourt,1,valcourt,per_loc,True,False,,,,per_loc,valcourt,,
234,16720-1171616,16720-1171616-canter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""canter""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""canter""~5","https://www.googleapis.com/books/v1/volumes?q=""canter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,canter,,,per,canter,,,,,,,canter,1,canter,per,True,False,,,,per,canter,,
235,16728-1171723,16728-1171723-brasserie ziane,,,,,,,,,,,,,,,,,brasserie ziane,2,brasserie ziane,loc,True,False,false,per pour entreprise,et donc loc si on suit la nouvelle logique,loc,brasserie ziane,,ziane brasserie
236,16739-1172025,16739-1172025-ewald,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ewald quintette""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ewald quintette""~5","https://www.googleapis.com/books/v1/volumes?q=""quintette+ewald""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,ewald,,,per,ewald,,,,,,,quintette ewald,2,ewald,per,True,False,,oeuvre...,,per,quintette ewald,,ewald quintette
237,16792-1173900,16792-1173900-gleich,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cirque gleich""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cirque gleich""~5","https://www.googleapis.com/books/v1/volumes?q=""cirque+gleich""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,gleich,Q2974166,,per,gleich,,,,,,,cirque gleich,2,gleich,per,True,False,,,,per,cirque gleich,,
238,17002-1179819,17002-1179819-leopold deurne,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boer deurne leopold""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boer deurne leopold""~5","https://www.googleapis.com/books/v1/volumes?q=""leopold+deurne+boer""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,leopold deurne,Q9828,,per_loc,leopold deurne,,,,,,,leopold deurne boer,3,leopold deurne,per,False,True,,,,per_loc,leopold deurne boer,deurne,leopold deurne
239,17390-1197727,17390-1197727-poepaert,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""poepaert""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""poepaert""~5","https://www.googleapis.com/books/v1/volumes?q=""poepaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,poepaert,,,per,poepaert,,,,,,,poepaert,1,poepaert,per_ambig,False,False,,,,per,poepaert,,
240,17444-1199430,,,,,,,,,,,,,,,,,,fascisme,1,,,,,,,,,fascisme,,
241,17446-1199515,17446-1199515-alphonse druart,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alphonse druart""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alphonse druart""~5","https://www.googleapis.com/books/v1/volumes?q=""alphonse+druart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,alphonse druart,,,per,alphonse druart,,,,,,,alphonse druart,2,alphonse druart,per,True,True,,,,per,alphonse druart,,alphonse druart
242,17510-1201421,17510-1201421-champy,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""champy""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""champy""~5","https://www.googleapis.com/books/v1/volumes?q=""champy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,champy,,,per,champy,,,,,,,champy,1,champy,per,True,False,,,,per,champy,,
243,17819-1210638,,,,,,,,,,,,,,,,,,lucht modern dorp,3,,,,,,,,,lucht modern dorp,dorp,
244,17994-1215903,17994-1215903-hygiea,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hygiea""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hygiea""~5","https://www.googleapis.com/books/v1/volumes?q=""hygiea""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,hygiea,,,per,hygiea,,,,,,,hygiea,1,hygiea,ambig,True,,,,ok,ambig,hygiea,,
245,18011-1216504,18011-1216504-deinze,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""deinze""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""deinze""~5","https://www.googleapis.com/books/v1/volumes?q=""deinze""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,deinze,Q499313,,loc,deinze,Deinze,Commune,Deinze,East Flanders Province,Flanders,Belgium,deinze,1,deinze,per_loc,False,False,,au milieu d'une liste de requêtes qui sont des noms de famille... nom ou lieu ?,,loc,deinze,deinze,
246,18104-1220034,18104-1220034-dominique navez,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dominique navez""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dominique navez""~5","https://www.googleapis.com/books/v1/volumes?q=""dominique+navez""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,dominique navez,,,per,dominique navez,,,,,,,dominique navez,2,dominique navez,per,True,True,,,,per,dominique navez,,dominique navez
247,18417-1228308,18417-1228308-karel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""karel wijnendaele""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""karel wijnendaele""~5","https://www.googleapis.com/books/v1/volumes?q=""karel+wijnendaele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,karel,,,per,karel,,,,,,,karel wijnendaele,2,karel,per,True,False,,,,per,karel wijnendaele,,karel wijnendaele
248,18417-1228308,18417-1228308-wijnendaele,,,,,,,,,,,,,,,,,karel wijnendaele,2,wijnendaele,loc,True,,,,,loc,karel wijnendaele,,karel wijnendaele
249,18535-1231644,,,,,,,,,,,,,,,,,,vlieger,1,,,,,,,,,vlieger,,
250,18586-1233494,18586-1233494-theatre delaux,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""delaux theatre""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""delaux theatre""~5","https://www.googleapis.com/books/v1/volumes?q=""theatre+delaux""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,2,theatre delaux,,,per_loc,theatre delaux,,,,,,,theatre delaux,2,theatre delaux,loc,True,False,false,,"ok, cf nouvelle règle d'annotation des lieux",loc,theatre delaux,,
251,18666-1235525,18666-1235525-ahlenius,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ahlenius""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ahlenius""~5","https://www.googleapis.com/books/v1/volumes?q=""ahlenius""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,ahlenius,,,per,ahlenius,,,,,,,ahlenius,1,ahlenius,per,True,False,,,,per,ahlenius,,
252,18863-1241412,18863-1241412-aalter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aalter loveld""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aalter loveld""~5","https://www.googleapis.com/books/v1/volumes?q=""aalter+loveld""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,aalter,Q300970,,loc,aalter,Aalter,Commune,Aalter,East Flanders Province,Flanders,Belgium,aalter loveld,2,aalter,loc,True,,,,,loc,aalter loveld,aalter||loveld,
253,18863-1241412,18863-1241412-loveld,,,,,,,,,,,,,,,,,aalter loveld,2,loveld,per,False,False,,,,per_ambig,aalter loveld,aalter||loveld,
254,18954-1243883,,,,,,,,,,,,,,,,,,grand cinema gillois,3,,per,,False,,cf. autres cinémas,,,grand cinema gillois,,
255,18985-1244239,18985-1244239-van thillo,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""thillo van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""thillo van""~5","https://www.googleapis.com/books/v1/volumes?q=""van+thillo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,van thillo,,,per,van thillo,,,,,,,van thillo,2,van thillo,per,True,False,false,,,per,van thillo,,
256,19009-1245175,19009-1245175-aalter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aalter""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aalter""~5","https://www.googleapis.com/books/v1/volumes?q=""aalter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,aalter,Q300970,,loc,aalter,Aalter,Commune,Aalter,East Flanders Province,Flanders,Belgium,aalter,1,aalter,loc,True,,,,,loc,aalter,aalter,
257,19055-1246664,19055-1246664-soltau,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""soltau""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""soltau""~5","https://www.googleapis.com/books/v1/volumes?q=""soltau""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,soltau,Q504754,,loc,soltau,,,,,,Germany,soltau,1,soltau,loc,True,,,,,loc,soltau,,
258,19063-1247019,19063-1247019-lurkin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lurkin""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lurkin""~5","https://www.googleapis.com/books/v1/volumes?q=""lurkin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,lurkin,,,per,lurkin,,,,,,,lurkin,1,lurkin,per,True,False,,,,per,lurkin,,
259,19121-1248675,19121-1248675-ostlund,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ostlund""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ostlund""~5","https://www.googleapis.com/books/v1/volumes?q=""ostlund""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,ostlund,,,per,ostlund,,,,,,,ostlund,1,ostlund,per,True,False,,,,per,ostlund,,
260,19190-1250518,,,,,,,,,,,,,,,,,,cinéma familles,2,,,,,,,,,cinéma familles,,
261,19232-1251836,19232-1251836-gentbrugge,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gentbrugge""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gentbrugge""~5","https://www.googleapis.com/books/v1/volumes?q=""gentbrugge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,gentbrugge,Q680916,,loc,gentbrugge,Gentbrugge,Section,Gent,East Flanders Province,Flanders,Belgium,gentbrugge,1,gentbrugge,loc,True,,,,,loc,gentbrugge,gentbrugge,
262,19335-1254454,,,,,,,,,,,,,,,,,,presse jeunesse impact,3,,,,,,,,,presse jeunesse impact,,
263,19395-1255390,,,,,,,,,,,,,,,,,,opera,1,,,,,,,,,opera,,
264,19596-1261058,,,,,,,,,,,,,,,,,,vliegen,1,,,,,,,,,vliegen,,
265,19613-1261188,19613-1261188-evola,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""evola""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""evola""~5","https://www.googleapis.com/books/v1/volumes?q=""evola""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,evola,,,per,evola,,,,,,,evola,1,evola,per,True,False,,,,per,evola,,
266,19656-1263094,19656-1263094-hubert collin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""collin hubert""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""collin hubert""~5","https://www.googleapis.com/books/v1/volumes?q=""hubert+collin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,hubert collin,,,per,hubert collin,,,,,,,hubert collin,2,hubert collin,per,True,True,,,,per,hubert collin,,hubert collin
267,19717-1263979,19717-1263979-licot,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""licot""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""licot""~5","https://www.googleapis.com/books/v1/volumes?q=""licot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,licot,,Q24938367,ambig,licot,,,,,,,licot,1,licot,ambig,True,,,,,ambig,licot,,
268,19857-1267359,19857-1267359-luyten,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""luyten""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""luyten""~5","https://www.googleapis.com/books/v1/volumes?q=""luyten""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,luyten,,,per,luyten,,,,,,,luyten,1,luyten,per,True,False,,,,per,luyten,,
269,19919-1270521,19919-1270521-boma,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boma mort suedois""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""boma mort suedois""~5","https://www.googleapis.com/books/v1/volumes?q=""mort+su%C3%A9dois+boma""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,boma,Q223917,,loc,boma,,,,,,Democratic Republic of the Congo,mort suédois boma,3,boma,loc,True,,,,,loc,mort suédois boma,,boma suedois
270,19939-1271085,,,,,,,,,,,,,,,,,,au lion d,3,,,,,,,,,au lion d,,
271,20166-1281660,,,,,,,,,,,,,,,,,,worstelen,1,,,,,,,,,worstelen,,
272,20311-1284536,,,,,,,,,,,,,,,,,,il y a queue,4,,,,False,false,,,,il y a queue,,
273,20316-1284536,20316-1284536-la scala,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de la le marcheur scala vieux""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de la le marcheur scala vieux""~5","https://www.googleapis.com/books/v1/volumes?q=""le+vieux+marcheur+de+la+scala""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,la scala,Q5471,,loc,la scala,,,,,,Italy,le vieux marcheur de la scala,6,la scala,loc,True,False,false,loc.. mais nom d'une oeuvre je pense,,loc,le vieux marcheur de la scala,,
274,20535-1289945,,,,,,,,,,,,,,,,,,rovien,1,,,True,,,habitants du Roux je pense (cf. queries 'rovien' 'rovienne'),ok,,rovien,,
275,20641-1294080,20641-1294080-assenede,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assenede""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assenede""~5","https://www.googleapis.com/books/v1/volumes?q=""assenede""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,assenede,Q12901,,loc,assenede,Assenede,Commune,Assenede,East Flanders Province,Flanders,Belgium,assenede,1,assenede,loc,True,,,,,loc,assenede,assenede,
276,20732-1297716,20732-1297716-moorslede,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""moorslede ronde velodroom""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""moorslede ronde velodroom""~5","https://www.googleapis.com/books/v1/volumes?q=""velodroom+moorslede+ronde""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,moorslede,Q628733,,loc,moorslede,Moorslede,Commune,Moorslede,West Flanders Province,Flanders,Belgium,velodroom moorslede ronde,3,moorslede,loc,True,,,,,loc,velodroom moorslede ronde,moorslede,
277,20737-1297964,20737-1297964-lodewijk van biesbroeck,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""biesbroeck lodewijk van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""biesbroeck lodewijk van""~5","https://www.googleapis.com/books/v1/volumes?q=""lodewijk+van+biesbroeck""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,lodewijk van biesbroeck,,,per,lodewijk van biesbroeck,,,,,,,lodewijk van biesbroeck,3,lodewijk van biesbroeck,per,True,True,,,,per,lodewijk van biesbroeck,,lodewijk van biesbroeck
278,20746-1298342,,,,,,,,,,,,,,,,,,myster,1,,,,,,,,,myster,,
279,20848-1309589,,,,,,,,,,,,,,,,,,drinkbak honden,2,,,,,,,,,drinkbak honden,,
280,20896-1310416,20896-1310416-auguste marie léon bogaert,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""auguste bogaert leon marie""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""auguste bogaert leon marie""~5","https://www.googleapis.com/books/v1/volumes?q=""auguste+marie+l%C3%A9on+bogaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,4,auguste marie léon bogaert,,,per,auguste marie léon bogaert,,,,,,,auguste marie léon bogaert,4,auguste marie léon bogaert,per,True,True,,,,per,auguste marie léon bogaert,,auguste marie leon bogaert
281,20901-1310493,20901-1310493-hultberg,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hultberg""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hultberg""~5","https://www.googleapis.com/books/v1/volumes?q=""hultberg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,hultberg,,,per,hultberg,,,,,,,hultberg,1,hultberg,per,True,False,,,,per,hultberg,,
282,21013-1313909,21013-1313909-van den eynden,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""den eynden van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""den eynden van""~5","https://www.googleapis.com/books/v1/volumes?q=""van+den+eynden""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,van den eynden,,,per,van den eynden,,,,,,,van den eynden,3,van den eynden,per,True,False,false,,,per,van den eynden,,
283,21146-1317304,21146-1317304-karlstrom,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo karlstrom""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo karlstrom""~5","https://www.googleapis.com/books/v1/volumes?q=""karlstrom%2C+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,karlstrom,,,per,karlstrom,,,,,,,"karlstrom, congo",2,karlstrom,per,True,False,,,,per,"karlstrom, congo",,
284,21146-1317304,21146-1317304-congo,,,,,,,,,,,,,,,,,"karlstrom, congo",2,congo,loc,True,,,,,loc,"karlstrom, congo",,
