nom_original,wikidata_link,wikidata_id,wikidata_name,geonames_be_match,noms_unifie,wiki_unified,hist,p_wordlength_unified,wiki_nl,wiki_by_region,geschiedenis,p_wordlength_nl,lang_wiki_unified,extract,type,CP,Code Ins,ins_commune_centrale,Région,Province,commune_centrale,population_commune_centrale_2017
,,,,,Flenu,https://fr.wikipedia.org/wiki/Flénu,,,,,,,,,,,53027,,,,,
FLÉRON,Fléron,Q682811,Fléron,Fleron,FLÉRON,https://fr.wikipedia.org/wiki/Fléron,Histoire,2488,https://nl.wikipedia.org/wiki/Fl%C3%A9ron,https://fr.wikipedia.org/wiki/Fléron,,1727,fr,"Fléron (en wallon Fléron) est une commune francophone de Belgique située en Région wallonne dans la province de Liège, au pays de Herve.
La commune comprend les anciennes communes de Fléron, Magnée, Retinne et Romsée.",Commune,4620,62038,62038,Wallonie,Liège,Fléron,16467
,,,,,fu lai long,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,flrwn,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,Fleron,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,Флерон,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,弗莱龙,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,فلرون,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
,,,,,Fléron,https://fr.wikipedia.org/wiki/Fléron,,,,,,,,,,,62038,,,,,
FLEURUS,Fleurus,Q314922,Fleurus,Fleurus,Фльорюс,https://fr.wikipedia.org/wiki/Fleurus,Histoire,5388,https://nl.wikipedia.org/wiki/Fleurus,https://fr.wikipedia.org/wiki/Fleurus,Geschiedenis,3015,fr,"Fleurus (en wallon Fleuru) est une ville francophone de Belgique située en Région wallonne dans la province de Hainaut au nord-est de Charleroi.
Elle comptait 22 324 habitants en 2002, sa superficie est de 5 912 ha et l'altitude moyenne est de 156 m. La densité est d'environ 377 habitants/km2. La commune est située dans l'arrondissement de Charleroi, le code postal est 6220. Fleurus est souvent appelée la « cité des Bernardins ».
Outre la ville de Fleurus, la commune est composée de 7 villages : Brye, Heppignies, Lambusart, Saint-Amand, Wagnelée, Wanfercée-Baulet et Wangenies.",Ville,6220,52021,52021,Wallonie,Hainaut,Fleurus,22624
,,,,,FLEURUS,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,fururyusu,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Flerus,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,flwrw,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Fljorjus,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Флерус,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,플뢰뤼스,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Флёрюс,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Fleuru,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,فلورو,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,peulloelwiseu,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Fl'orjus,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,フルーリュス,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
,,,,,Fleurus,https://fr.wikipedia.org/wiki/Fleurus,,,,,,,,,,,52021,,,,,
FLOBECQ,Flobecq,Q666559,Flobecq,Flobecq,Flobecq,https://fr.wikipedia.org/wiki/Flobecq,Histoire,4461,https://nl.wikipedia.org/wiki/Vloesberg,https://fr.wikipedia.org/wiki/Flobecq,Geschiedenis,2003,fr,"Flobecq (en néerlandais: Vloesberg, en picard: Flôbek) est une commune francophone à facilités de Belgique située en Région wallonne dans la province de Hainaut.
C'est une des communes à facilités linguistiques pour les néerlandophones.
Au 1er juillet 2006, la population totale de cette commune est de 3 278 habitants (1 584 hommes et 1 694 femmes). La superficie totale est de 23 km².",Commune,7880,51019,51019,Wallonie,Hainaut,Flobecq,3426
,,,,,Vloesberg,https://fr.wikipedia.org/wiki/Flobecq,,,,,,,,,,,51019,,,,,
,,,,,http://en.wikipedia.org/wiki/Flobecq,https://fr.wikipedia.org/wiki/Flobecq,,,,,,,,,,,51019,,,,,
,,,,,FLOBECQ,https://fr.wikipedia.org/wiki/Flobecq,,,,,,,,,,,51019,,,,,
Flône,Flône,Q3074712,Flône,Flone,Flone,https://fr.wikipedia.org/wiki/Flône,,1558,https://nl.wikipedia.org/wiki/Fl%C3%B4ne,https://fr.wikipedia.org/wiki/Flône,,260,fr,"Flône est une section de la commune belge d'Amay, située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,4540,61022,61003,Wallonie,Liège,Amay,14264
,,,,,Flône,https://fr.wikipedia.org/wiki/Flône,,,,,,,,,,,61022,,,,,
Florée,Florée,Q2786496,Florée,Floree,Floree,https://fr.wikipedia.org/wiki/Florée,,835,https://nl.wikipedia.org/wiki/Flor%C3%A9e,https://fr.wikipedia.org/wiki/Florée,,359,fr,"Florée (en wallon Florêye) est une section de la commune belge d'Assesse située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,5334,92044,92006,Wallonie,Namur,Assesse,6947
,,,,,Assesse (Floree),https://fr.wikipedia.org/wiki/Florée,,,,,,,,,,,92044,,,,,
,,,,,Assesse (Florée),https://fr.wikipedia.org/wiki/Florée,,,,,,,,,,,92044,,,,,
,,,,,Florée,https://fr.wikipedia.org/wiki/Florée,,,,,,,,,,,92044,,,,,
FLOREFFE,Floreffe,Q578583,Floreffe,Floreffe,Floref,https://fr.wikipedia.org/wiki/Floreffe,,1536,https://nl.wikipedia.org/wiki/Floreffe,https://fr.wikipedia.org/wiki/Floreffe,,1556,fr,"Floreffe (en wallon Florefe) est une commune francophone de Belgique située en Région wallonne dans la province de Namur, ainsi qu’une localité qui en est le chef-lieu.
Le passage de la Sambre donne à la Commune de Floreffe une dénivellation importante variant entre 83 mètres (Ecluse de Floriffoux) et 258 m (Route Royale sur la N 928 à la sortie du Bois de la Haute Marlagne). Cette différence s'observe généralement durant les hivers ou les chutes de neige sont nettement plus présentes sur les hauteurs que dans le village en lui-même.",Commune,5150,92045,92045,Wallonie,Namur,Floreffe,8051
,,,,,Флореф,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,flwrf,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,فلورف,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,FLOREFFE,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,fu luo lei fu,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,Florefe,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,Floreffe,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
,,,,,弗洛雷夫,https://fr.wikipedia.org/wiki/Floreffe,,,,,,,,,,,92045,,,,,
FLORENNES,Florennes,Q720429,Florennes,Florennes,fu luo lei ne,https://fr.wikipedia.org/wiki/Florennes,Histoire,4036,https://nl.wikipedia.org/wiki/Florennes,https://fr.wikipedia.org/wiki/Florennes,Geschiedenis,1956,fr,"Florennes (en wallon Florene) est une commune belge de l'Entre-Sambre-et-Meuse, dans la province de Namur (Région wallonne de Belgique).",Commune,5620,93022,93022,Wallonie,Namur,Florennes,11320
,,,,,FLORENNES,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,Florene,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,弗洛雷讷,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,فلورن,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,Floren,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,flwrn,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,Флорен,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
,,,,,Florennes,https://fr.wikipedia.org/wiki/Florennes,,,,,,,,,,,93022,,,,,
FLORENVILLE,Florenville,Q713300,Florenville,Florenville,flwran wyl,https://fr.wikipedia.org/wiki/Florenville,Histoire,16352,https://nl.wikipedia.org/wiki/Florenville,https://fr.wikipedia.org/wiki/Florenville,,1465,fr,"Florenville (en gaumais Floravile) est une ville francophone de Belgique située en Région wallonne dans la province de Luxembourg.
Elle surplombe un méandre de la Semois et est orientée vers le tourisme.",Ville,6820,85011,85011,Wallonie,Luxembourg,Florenville,5628
,,,,,Florenville,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,fu luo lang wei er,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,Флоранвиль,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,فلوران ویل,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,Флоранвил,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,Floravile,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,弗洛朗维尔,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,FLORENVILLE,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,Floranvil',https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
,,,,,Floranvil,https://fr.wikipedia.org/wiki/Florenville,,,,,,,,,,,85011,,,,,
Floriffoux,Floriffoux,Q1849202,Floriffoux,Floriffoux,Floriffoux,https://fr.wikipedia.org/wiki/Floriffoux,,1734,https://nl.wikipedia.org/wiki/Floriffoux,https://fr.wikipedia.org/wiki/Floriffoux,,302,fr,"Floriffoux (en wallon Florifoû) est un village sur la rive gauche de la Sambre, à 10 kilomètres à l'ouest de la ville de Namur. Il fait aujourd'hui administrativement partie de la commune de Floreffe, dans la province de Namur (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.
Situé dans la vallée de la Sambre, le village présente une importante différence d'altitude entre le bas (83 m à l'écluse) et le haut de la vallée (194 m dans les bois situé au nord-est du village) soit une dénivellation de 111 mètres sur une distance d'environ 1 km à vol d'oiseau. Cette importante dénivellation est à l'origine de grandes différences de températures entre le haut et le bas du village notamment lors de certaines nuits d'hiver.",Localité,5150,92046,92045,Wallonie,Namur,Floreffe,8051
,,,,,Floreffe (Floriffoux),https://fr.wikipedia.org/wiki/Floriffoux,,,,,,,,,,,92046,,,,,
Flostoy,Flostoy,Q3074351,Flostoy,Flostoy,Flostoy,https://fr.wikipedia.org/wiki/Flostoy,,487,https://nl.wikipedia.org/wiki/Flostoy,https://fr.wikipedia.org/wiki/Flostoy,,463,fr,"Flostoy (en wallon Flostwè) est une section de la commune belge de Havelange située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.

 Portail de la province de Namur",Localité,5370,91048,91064,Wallonie,Namur,Havelange,5152
Focant,Focant,Q2238896,Focant,Focant,Focant,https://fr.wikipedia.org/wiki/Focant,Histoire,609,https://nl.wikipedia.org/wiki/Focant,https://fr.wikipedia.org/wiki/Focant,,123,fr,"Focant (en wallon Focan) est une section de la ville belge de Beauraing située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,5572,91049,91013,Wallonie,Namur,Beauraing,9161
Folx-les-Caves,Folx-les-Caves,Q3075130,Folx-les-Caves,Folx-les-Caves,Folx-les-Caves,https://fr.wikipedia.org/wiki/Folx-les-Caves,Histoire,3401,https://nl.wikipedia.org/wiki/Folx-les-Caves,https://fr.wikipedia.org/wiki/Folx-les-Caves,Geschiedenis,1457,fr,"Folx-les-Caves [folekav] (en wallon Få-les-Cåves) est une section de la commune belge d'Orp-Jauche située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1970.",Localité,1350,25029,25120,Wallonie,Brabant wallon,Orp-Jauche,8862
FONTAINE-L’ÉVÊQUE,Fontaine-l'Évêque,Q666696,Fontaine-l'Évêque,Fontaine-l'Eveque,Fontaine-l'Eveque,https://fr.wikipedia.org/wiki/Fontaine-l'Évêque,Histoire de la ville de Fontaine-l'Évêque[8],6328,https://nl.wikipedia.org/wiki/Fontaine-l%27%C3%89v%C3%AAque,https://fr.wikipedia.org/wiki/Fontaine-l'Évêque,,1917,fr,"Fontaine-l'Évêque (en wallon Fontinne-l'-Eveke) est une ville francophone de Belgique située en Région wallonne dans la province de Hainaut, entre Charleroi et Binche, région connue pour son riche folklore.",Ville,6140,52022,52022,Wallonie,Hainaut,Fontaine-l'Evêque,17673
,,,,,FONTAINE-L’ÉVÊQUE,https://fr.wikipedia.org/wiki/Fontaine-l'Évêque,,,,,,,,,,,52022,,,,,
,,,,,Fontaine-l'Évêque,https://fr.wikipedia.org/wiki/Fontaine-l'Évêque,,,,,,,,,,,52022,,,,,
,,,,,Fontaine-l’Évêque,https://fr.wikipedia.org/wiki/Fontaine-l'Évêque,,,,,,,,,,,52022,,,,,
Fontaine-Valmont,Fontaine-Valmont,Q2684588,Fontaine-Valmont,Fontaine-Valmont,Fontaine-Valmont,https://fr.wikipedia.org/wiki/Fontaine-Valmont,,6007,https://nl.wikipedia.org/wiki/Fontaine-Valmont,https://fr.wikipedia.org/wiki/Fontaine-Valmont,,317,fr,"Fontaine-Valmont (en wallon Fontinne-Våmont) est une section de la commune belge de Merbes-le-Château, située en Région wallonne dans la province de Hainaut, sur la Sambre. C'était une commune à part entière avant la fusion des communes de 1977. Anciennement connues sous le nom de Fontaine-au-Mont et Fontaine-au-Val, Fontaine-Valmont est une bourgade riche de son passé d'appartenance aux abbayes historiques de Lobbes et d'Aulne.",Localité,6567,56025,56049,Wallonie,Hainaut,Merbes-le-Château,4317
Fontenelle,Fontenelle,Q2623892,Fontenelle,Fontenelle,Fontenelle,https://fr.wikipedia.org/wiki/Fontenelle (Belgique),,453,https://nl.wikipedia.org/wiki/Fontenelle_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Fontenelle (Belgique),,534,fr,"Fontenelle (en wallon Fontnale) est une section de la ville belge de Walcourt située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
 Portail de la province de Namur",Localité,5650,93023,93088,Wallonie,Namur,Walcourt,18353
,,,,,La Fontenelle Ruisseau,https://fr.wikipedia.org/wiki/Fontenelle (Belgique),,,,,,,,,,,93023,,,,,
Fontenoille,Fontenoille,Q2360250,Fontenoille,Fontenoille,Fontenoile,https://fr.wikipedia.org/wiki/Fontenoille,,685,https://nl.wikipedia.org/wiki/Fontenoille,https://fr.wikipedia.org/wiki/Fontenoille,Geschiedenis,628,fr,"Fontenoille [fɔ̃t(ə)nwal] (en gaumais Fontnoile) est un village de la vallée de la Semois (rive gauche) dans la Gaume, en Belgique. Administrativement il fait aujourd'hui partie de la commune et ville de Florenville dans la province de Luxembourg (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.",Localité,6820,85012,85011,Wallonie,Luxembourg,Florenville,5628
,,,,,Fontenoille,https://fr.wikipedia.org/wiki/Fontenoille,,,,,,,,,,,85012,,,,,
Fontenoy,Fontenoy,Q634052,Fontenoy,Fontenoy,Fontenoy,https://fr.wikipedia.org/wiki/Fontenoy (Antoing),Histoire,1188,https://nl.wikipedia.org/wiki/Fontenoy_(Henegouwen),https://fr.wikipedia.org/wiki/Fontenoy (Antoing),,306,fr,"Fontenoy (en picard Font'no) est une section de la ville belge d'Antoing, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,7643,57029,57003,Wallonie,Hainaut,Antoing,7829
Fooz,Fooz,Q2420372,Fooz,Fooz,Awans (Fooz),https://fr.wikipedia.org/wiki/Fooz,,439,https://nl.wikipedia.org/wiki/Fooz,https://fr.wikipedia.org/wiki/Fooz,,497,fr,"Fooz (en wallon Fô) est une section de la commune belge d'Awans située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.

 Portail de la province de Liège
 Portail de la Wallonie
 Portail de la Belgique",Localité,4340,62039,62006,Wallonie,Liège,Awans,9259
,,,,,Fooz,https://fr.wikipedia.org/wiki/Fooz,,,,,,,,,,,62039,,,,,
Forchies-la-Marche,Forchies-la-Marche,Q2328062,Forchies-la-Marche,Forchies-la-Marche,Forchies-la-Marche,https://fr.wikipedia.org/wiki/Forchies-la-Marche,Histoire,4405,https://nl.wikipedia.org/wiki/Forchies-la-Marche,https://fr.wikipedia.org/wiki/Forchies-la-Marche,,277,fr,"Forchies-la-Marche (en wallon Forchiye ), est une ancienne commune de Wallonie située dans la province de Hainaut. C'est maintenant une commune fusionnée avec celle de Fontaine-l'Évêque.
Les habitants de Forchies-la-Marche sont les Filamarchois et les Filamarchoises.",Localité,6141,52023,52022,Wallonie,Hainaut,Fontaine-l'Evêque,17673
,,,,,Fontaine-l'Évêque (Forchies-la-Marche),https://fr.wikipedia.org/wiki/Forchies-la-Marche,,,,,,,,,,,52023,,,,,
,,,,,Fontaine-l'Eveque (Forchies-la-Marche),https://fr.wikipedia.org/wiki/Forchies-la-Marche,,,,,,,,,,,52023,,,,,
FOREST,Forest,Q72946,Forest,Forest,foresuto,https://fr.wikipedia.org/wiki/Forest (Bruxelles),Histoire,9510,https://nl.wikipedia.org/wiki/Vorst_(Brussel),https://fr.wikipedia.org/wiki/Forest (Bruxelles) / https://nl.wikipedia.org/wiki/Vorst_(Brussel),Geschiedenis,3352,fr,"Forest [fɔʀɛ] (en néerlandais : Vorst) est l'une des 589 communes de Belgique et une des 19 communes de Bruxelles-Capitale. Elle est officiellement bilingue, comme toutes les communes bruxelloises, et comptait 55 014 habitants au 1er janvier 2015, selon le dernier recensement de la commune, pour une superficie de 6,25 km2, soit une densité de 8 802 habitants/km2.
Elle est limitrophe des communes d'Uccle, Ixelles, Saint-Gilles et Anderlecht dans la Région de Bruxelles-Capitale, et de Drogenbos en Région flamande.
On trouve également à Forest un des points culminants de la région bruxelloise, « l’Altitude 100 » où se situe l’église Saint-Augustin, un des rares édifices religieux bruxellois attachés au style Art déco, très présent dans la commune.",Commune,1190,21007,21007,Bruxelles-Capitale,Bruxelles-Capitale,Forest,55746
,,,,,Bruxelles (Forest),https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Forest/Vorst,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,포레,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Форест,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,福雷,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Brussel (Vorst),https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Vorst,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,pole,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,فوره,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Forest-Vorst,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,FOREST,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,fu lei,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,fwrh,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Forest,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,フォレスト,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Fore,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
,,,,,Форе,https://fr.wikipedia.org/wiki/Forest (Bruxelles),,,,,,,,,,,21007,,,,,
Forest (Hainaut),Forest,Q2017551,Forest,Forest,foresuto,https://fr.wikipedia.org/wiki/Forest (Hainaut),,371,https://nl.wikipedia.org/wiki/Forest_(Henegouwen),https://fr.wikipedia.org/wiki/Forest (Hainaut),,631,fr,"Forest [fɔʁɛ] est une section de la commune belge de Frasnes-lez-Anvaing, située en Région wallonne dans la province de Hainaut.",Localité,7910,51020,51065,Wallonie,Hainaut,Frasnes-lez-Anvaing,11752
,,,,,Bruxelles (Forest),https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Forest/Vorst,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,포레,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Форест,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,福雷,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Brussel (Vorst),https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Vorst,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,pole,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,فوره,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Forest (Hainaut),https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Forest-Vorst,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,fu lei,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,fwrh,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Forest,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,フォレスト,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Fore,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
,,,,,Форе,https://fr.wikipedia.org/wiki/Forest (Hainaut),,,,,,,,,,,51020,,,,,
Forêt,Forêt,Q1866714,Forêt,Foret,Forêt,https://fr.wikipedia.org/wiki/Forêt (Trooz),Histoire,2748,https://nl.wikipedia.org/wiki/For%C3%AAt_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Forêt (Trooz),,241,fr,"Forêt (en wallon Foret-dlé-Tchôfontinne) est une section de la commune belge de Trooz située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977, elle comprenait le village de Prayon.",Localité,4870,62040,62122,Wallonie,Liège,Trooz,8232
,,,,,Foret,https://fr.wikipedia.org/wiki/Forêt (Trooz),,,,,,,,,,,62040,,,,,
Forge-Philippe,Forge-Philippe,Q2291552,Forge-Philippe,Forge-Philippe,Momignies (Forge-Philippe),https://fr.wikipedia.org/wiki/Forge-Philippe,Histoire,1889,https://nl.wikipedia.org/wiki/Forge-Philippe,https://fr.wikipedia.org/wiki/Forge-Philippe,Geschiedenis,329,fr,"Forge-Philippe (en wallon Foidje-Filipe) est un village de la Thiérache belge, à l'extrême sud de la province de Hainaut en Belgique. Sis sur la Wartoise, en bordure de la frontière française, il fait aujourd'hui administrativement partie de la commune de Momignies, (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.",Localité,6596,56026,56051,Wallonie,Hainaut,Momignies,5315
,,,,,Forge-Philippe,https://fr.wikipedia.org/wiki/Forge-Philippe,,,,,,,,,,,56026,,,,,
Forges,Forges,Q2295973,Forges,Forges,Forges,https://fr.wikipedia.org/wiki/Forges (Belgique),Histoire,5254,https://nl.wikipedia.org/wiki/Forges_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Forges (Belgique),,557,fr,Forges (en wallon Foidjes) est une section de la ville belge de Chimay située en Région wallonne dans la province de Hainaut. C'était une commune à part entière avant la fusion des communes de 1977.,Localité,6464,56027,56016,Wallonie,Hainaut,Chimay,9879
,,,,,Chimay (Forges),https://fr.wikipedia.org/wiki/Forges (Belgique),,,,,,,,,,,56027,,,,,
Forrières,Forrières,Q2355680,Forrières,Forrieres,Forrieres,https://fr.wikipedia.org/wiki/Forrières,Histoire,4685,https://nl.wikipedia.org/wiki/Forri%C3%A8res,https://fr.wikipedia.org/wiki/Forrières,Geschiedenis,880,fr,"Forrières (en wallon Forîre) est une section de la commune belge de Nassogne située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Commune du département de Sambre-et-Meuse créée par la réunion des localités de Forrières et Lesterny, elle fut transférée à la province de Luxembourg après 1839.
Lesterny s'en détacha en 1907 pour former une commune propre.
La localité est traversée par une rivière portant le nom pittoresque de la L'Homme. Cette rivière y est quant à elle alimentée par les ruisseaux de la Brandoye, du Ry de la Fosse ou Ry de Bonne Fosse et du Ry Veni ou Ry de Lesterny.
Altitude : de 200 à 367 m.",Localité,6953,83015,83040,Wallonie,Luxembourg,Nassogne,5379
,,,,,Forrières,https://fr.wikipedia.org/wiki/Forrières,,,,,,,,,,,83015,,,,,
Forville,Forville,Q1866454,Forville,Forville,Fernelmont (Forville),https://fr.wikipedia.org/wiki/Forville,Histoire,1395,https://nl.wikipedia.org/wiki/Forville,https://fr.wikipedia.org/wiki/Forville,,346,fr,"Forville (en wallon Forveye) est une section de la commune belge de Fernelmont, située en Région wallonne, dans la province de Namur, à 20 km au nord de Namur. C'était une commune à part entière avant la fusion des communes de 1977.",Localité,5380,92047,92138,Wallonie,Namur,Fernelmont,7857
,,,,,Forville,https://fr.wikipedia.org/wiki/Forville,,,,,,,,,,,92047,,,,,
Fosse,Fosse,Q3079380,Fosse,Fosse,Fosse,https://fr.wikipedia.org/wiki/Fosse (Trois-Ponts),,323,https://nl.wikipedia.org/wiki/Fosse_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Fosse (Trois-Ponts),,299,fr,"Fosse est une section de la commune belge de Trois-Ponts située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.
Code postal : 4980

 Portail de la province de Liège
 Portail de la Wallonie
 Portail de la Belgique",Localité,4980,63026,63086,Wallonie,Liège,Trois-Ponts,2507
,,,,,Trois-Ponts (Fosse),https://fr.wikipedia.org/wiki/Fosse (Trois-Ponts),,,,,,,,,,,63026,,,,,
